,年份,考生所在地,文理分科,批次名称,最低控制分数线
3471,2015,西藏,文科,重点本科(汉族),440
3472,2015,西藏,文科,普通本科(少数民族),285
3473,2015,西藏,文科,普通本科(汉族),355
3474,2015,西藏,文科,专科(少数民族),245
3475,2015,西藏,文科,专科(汉族),315
3476,2015,青海,理科,本科一批,400
3477,2015,青海,理科,本科二批,363
3478,2015,青海,理科,本科三批,339
3479,2015,青海,理科,专科,200
3480,2015,青海,文科,本科一批,466
3481,2015,青海,文科,本科二批,420
3482,2015,青海,文科,本科三批,382
3483,2015,青海,文科,专科,200
3484,2015,宁夏,理科,本科一批,445
3485,2015,宁夏,理科,本科二批,416
3486,2015,宁夏,理科,本科三批,316
3487,2015,宁夏,理科,专科,200
3488,2015,宁夏,文科,本科一批,507
3489,2015,宁夏,文科,本科二批,478
3490,2015,宁夏,文科,本科三批,378
3491,2015,宁夏,文科,专科,200
3492,2015,新疆,理科,本科一批,446
3493,2015,新疆,理科,本科二批,381
3494,2015,新疆,理科,本科三批,350
3495,2015,新疆,理科,专科,265
3496,2015,新疆,文科,本科一批,486
3497,2015,新疆,文科,本科二批,414
3498,2015,新疆,文科,本科三批,368
3499,2015,新疆,文科,专科,299
3500,2015,河北,理科,本科三批,335
3501,2015,河北,理科,专科,200
3502,2015,河北,文科,本科一批,548
3503,2015,河北,文科,本科二批,496
3504,2015,河北,文科,本科三批,404
3505,2015,河北,文科,专科,200
3506,2015,山西,理科,本科一批,515
3507,2015,山西,理科,本科二批,442
3508,2015,山西,理科,高职（专科）,160
3509,2015,山西,文科,本科一批,513
3510,2015,山西,文科,本科二批,462
3511,2015,山西,文科,高职（专科）,160
3512,2015,内蒙古,理科,本科一批,464
3513,2015,内蒙古,理科,本科二批,336
3514,2015,内蒙古,文科,本科一批,487
3515,2015,内蒙古,文科,本科二批,385
3516,2015,河南,理科,本科一批,529
3517,2015,河南,理科,本科二批,458
3518,2015,河南,理科,本科三批,383
3519,2015,河南,理科,专科,180
3520,2015,河南,文科,本科一批,513
3521,2015,河南,文科,本科二批,455
3522,2015,河南,文科,本科三批,397
3523,2015,河南,文科,专科,180
3524,2015,海南,理科,本科一批,608
3525,2015,海南,理科,本科二批,546
3526,2015,海南,理科,本科三批,484
3527,2015,海南,文科,本科一批,662
3528,2015,海南,文科,本科二批,588
3529,2015,海南,文科,本科三批,494
3530,2015,广西,理科,本科一批,480
3531,2015,广西,理科,本科二批,320
3532,2015,广西,理科,专科,180
3533,2015,广西,理科,艺术类本科,280
3534,2015,广西,理科,艺术类专科,126
3535,2015,广西,文科,本科一批,530
3536,2015,广西,文科,本科二批,380
3537,2015,广西,文科,专科,180
3538,2015,广西,文科,艺术类本科,247
3539,2015,广西,文科,艺术类专科,126
3540,2015,贵州,理科,本科一批,453
3541,2015,贵州,理科,本科二批,372
3542,2015,贵州,理科,本科三批,345
3543,2015,贵州,理科,专科,200
3544,2015,贵州,文科,本科二批,472
3545,2015,贵州,文科,本科一批,543
3546,2015,贵州,文科,本科三批,438
3547,2015,贵州,文科,专科,220
3548,2015,云南,理科,本科一批,500
3549,2015,云南,理科,本科二批,425
3550,2015,云南,理科,本科三批,380
3551,2015,云南,理科,专科,300
3552,2015,云南,理科,艺术类本科,330
3553,2015,云南,理科,艺术类专科,300
3554,2015,云南,理科,体育类本科,330
3555,2015,云南,理科,体育类专科,320
3556,2015,云南,文科,本科一批,540
3557,2015,云南,文科,本科二批,470
3558,2015,云南,文科,本科三批,420
3559,2015,云南,文科,专科,300
3560,2015,云南,文科,艺术类本科,365
3561,2015,云南,文科,艺术类专科,330
3562,2015,云南,文科,体育类本科,365
3563,2015,云南,文科,体育类专科,355
3564,2015,西藏,理科,重点本科(少数民族),280
3565,2015,西藏,理科,重点本科(汉族),420
3566,2015,西藏,理科,普通本科(少数民族),235
3567,2015,西藏,理科,普通本科(汉族),315
3568,2015,西藏,理科,专科(少数民族),190
3569,2015,西藏,理科,专科(汉族),280
3570,2015,西藏,文科,重点本科(少数民族),325
3571,2015,西藏,文科,重点本科(汉族),440
3572,2015,西藏,文科,普通本科(少数民族),285
3573,2015,西藏,文科,普通本科(汉族),355
3574,2015,西藏,文科,专科(少数民族),245
3575,2015,西藏,文科,专科(汉族),315
3576,2015,青海,理科,本科一批,400
3577,2015,青海,理科,本科二批,363
3578,2015,青海,理科,本科三批,339
3579,2015,青海,理科,专科,200
3580,2015,青海,文科,本科一批,466
3581,2015,青海,文科,本科二批,420
3582,2015,青海,文科,本科三批,382
3583,2015,青海,文科,专科,200
3584,2015,宁夏,理科,本科一批,445
3585,2015,宁夏,理科,本科二批,416
3586,2015,宁夏,理科,本科三批,316
3587,2015,宁夏,理科,专科,200
3588,2015,宁夏,文科,本科一批,507
3589,2015,宁夏,文科,本科二批,478
3590,2015,宁夏,文科,本科三批,378
3591,2015,宁夏,文科,专科,200
3592,2015,新疆,理科,本科一批,446
3593,2015,新疆,理科,本科二批,381
3594,2015,新疆,理科,本科三批,350
3595,2015,新疆,理科,专科,265
3596,2015,新疆,文科,本科一批,486
3597,2015,新疆,文科,本科二批,414
3598,2015,新疆,文科,本科三批,368
3599,2015,新疆,文科,专科,299
3600,2015,海南,理科,本科二批,546
3601,2015,海南,理科,本科三批,484
3602,2015,海南,文科,本科一批,662
3603,2015,海南,文科,本科二批,588
3604,2015,海南,文科,本科三批,494
3605,2015,广西,理科,本科一批,480
3606,2015,广西,理科,本科二批,320
3607,2015,广西,理科,专科,180
3608,2015,广西,理科,艺术类本科,280
3609,2015,广西,理科,艺术类专科,126
3610,2015,广西,文科,本科一批,530
3611,2015,广西,文科,本科二批,380
3612,2015,广西,文科,专科,180
3613,2015,广西,文科,艺术类本科,247
3614,2015,广西,文科,艺术类专科,126
3615,2015,贵州,理科,本科一批,453
3616,2015,贵州,理科,本科二批,372
3617,2015,贵州,理科,本科三批,345
3618,2015,贵州,理科,专科,200
3619,2015,贵州,文科,本科二批,472
3620,2015,贵州,文科,本科一批,543
3621,2015,贵州,文科,本科三批,438
3622,2015,贵州,文科,专科,220
3623,2015,云南,理科,本科一批,500
3624,2015,云南,理科,本科二批,425
3625,2015,云南,理科,本科三批,380
3626,2015,云南,理科,专科,300
3627,2015,云南,理科,艺术类本科,330
3628,2015,云南,理科,艺术类专科,300
3629,2015,云南,理科,体育类本科,330
3630,2015,云南,理科,体育类专科,320
3631,2015,云南,文科,本科一批,540
3632,2015,云南,文科,本科二批,470
3633,2015,云南,文科,本科三批,420
3634,2015,云南,文科,专科,300
3635,2015,云南,文科,艺术类本科,365
3636,2015,云南,文科,艺术类专科,330
3637,2015,云南,文科,体育类本科,365
3638,2015,云南,文科,体育类专科,355
3639,2015,西藏,理科,重点本科(少数民族),280
3640,2015,西藏,理科,重点本科(汉族),420
3641,2015,西藏,理科,普通本科(少数民族),235
3642,2015,西藏,理科,普通本科(汉族),315
3643,2015,西藏,理科,专科(少数民族),190
3644,2015,西藏,理科,专科(汉族),280
3645,2015,西藏,文科,重点本科(少数民族),325
3646,2015,西藏,文科,重点本科(汉族),440
3647,2015,西藏,文科,普通本科(少数民族),285
3648,2015,西藏,文科,普通本科(汉族),355
3649,2015,西藏,文科,专科(少数民族),245
3650,2015,西藏,文科,专科(汉族),315
3651,2015,青海,理科,本科一批,400
3652,2015,青海,理科,本科二批,363
3653,2015,青海,理科,本科三批,339
3654,2015,青海,理科,专科,200
3655,2015,青海,文科,本科一批,466
3656,2015,青海,文科,本科二批,420
3657,2015,青海,文科,本科三批,382
3658,2015,青海,文科,专科,200
3659,2015,宁夏,理科,本科一批,445
3660,2015,宁夏,理科,本科二批,416
3661,2015,宁夏,理科,本科三批,316
3662,2015,宁夏,理科,专科,200
3663,2015,宁夏,文科,本科一批,507
3664,2015,宁夏,文科,本科二批,478
3665,2015,宁夏,文科,本科三批,378
3666,2015,宁夏,文科,专科,200
3667,2015,新疆,理科,本科一批,446
3668,2015,新疆,理科,本科二批,381
3669,2015,新疆,理科,本科三批,350
3670,2015,新疆,理科,专科,265
3671,2015,新疆,文科,本科一批,486
3672,2015,新疆,文科,本科二批,414
3673,2015,新疆,文科,本科三批,368
3674,2015,新疆,文科,专科,299
3675,2015,云南,理科,本科三批,380
3676,2015,云南,理科,专科,300
3677,2015,云南,理科,艺术类本科,330
3678,2015,云南,理科,艺术类专科,300
3679,2015,云南,理科,体育类本科,330
3680,2015,云南,理科,体育类专科,320
3681,2015,云南,文科,本科一批,540
3682,2015,云南,文科,本科二批,470
3683,2015,云南,文科,本科三批,420
3684,2015,云南,文科,专科,300
3685,2015,云南,文科,艺术类本科,365
3686,2015,云南,文科,艺术类专科,330
3687,2015,云南,文科,体育类本科,365
3688,2015,云南,文科,体育类专科,355
3689,2015,西藏,理科,重点本科(少数民族),280
3690,2015,西藏,理科,重点本科(汉族),420
3691,2015,西藏,理科,普通本科(少数民族),235
3692,2015,西藏,理科,普通本科(汉族),315
3693,2015,西藏,理科,专科(少数民族),190
3694,2015,西藏,理科,专科(汉族),280
3695,2015,西藏,文科,重点本科(少数民族),325
3696,2015,西藏,文科,重点本科(汉族),440
3697,2015,西藏,文科,普通本科(少数民族),285
3698,2015,西藏,文科,普通本科(汉族),355
3699,2015,西藏,文科,专科(少数民族),245
3700,2015,西藏,文科,专科(汉族),315
3701,2015,青海,理科,本科一批,400
3702,2015,青海,理科,本科二批,363
3703,2015,青海,理科,本科三批,339
3704,2015,青海,理科,专科,200
3705,2015,青海,文科,本科一批,466
3706,2015,青海,文科,本科二批,420
3707,2015,青海,文科,本科三批,382
3708,2015,青海,文科,专科,200
3709,2015,宁夏,理科,本科一批,445
3710,2015,宁夏,理科,本科二批,416
3711,2015,宁夏,理科,本科三批,316
3712,2015,宁夏,理科,专科,200
3713,2015,宁夏,文科,本科一批,507
3714,2015,宁夏,文科,本科二批,478
3715,2015,宁夏,文科,本科三批,378
3716,2015,宁夏,文科,专科,200
3717,2015,新疆,理科,本科一批,446
3718,2015,新疆,理科,本科二批,381
3719,2015,新疆,理科,本科三批,350
3720,2015,新疆,理科,专科,265
3721,2015,新疆,文科,本科一批,486
3722,2015,新疆,文科,本科二批,414
3723,2015,新疆,文科,本科三批,368
3724,2015,新疆,文科,专科,299
3725,2015,西藏,文科,专科(汉族),315
3726,2015,青海,理科,本科一批,400
3727,2015,青海,理科,本科二批,363
3728,2015,青海,理科,本科三批,339
3729,2015,青海,理科,专科,200
3730,2015,青海,文科,本科一批,466
3731,2015,青海,文科,本科二批,420
3732,2015,青海,文科,本科三批,382
3733,2015,青海,文科,专科,200
3734,2015,宁夏,理科,本科一批,445
3735,2015,宁夏,理科,本科二批,416
3736,2015,宁夏,理科,本科三批,316
3737,2015,宁夏,理科,专科,200
3738,2015,宁夏,文科,本科一批,507
3739,2015,宁夏,文科,本科二批,478
3740,2015,宁夏,文科,本科三批,378
3741,2015,宁夏,文科,专科,200
3742,2015,新疆,理科,本科一批,446
3743,2015,新疆,理科,本科二批,381
3744,2015,新疆,理科,本科三批,350
3745,2015,新疆,理科,专科,265
3746,2015,新疆,文科,本科一批,486
3747,2015,新疆,文科,本科二批,414
3748,2015,新疆,文科,本科三批,368
3749,2015,新疆,文科,专科,299
3750,2015,江西,理科,本科一批,540
3751,2015,江西,理科,本科二批,490
3752,2015,江西,理科,本科三批,456
3753,2015,江西,文科,本科一批,528
3754,2015,江西,文科,本科二批,487
3755,2015,江西,文科,本科三批,456
3756,2014,北京,理科,本科一批,543
3757,2014,北京,理科,本科二批,495
3758,2014,北京,理科,本科三批,466
3759,2014,北京,理科,艺术类本科,321
3760,2014,北京,理科,专科提前批,150
3761,2014,北京,理科,体育专业,350
3762,2014,北京,理科,高职（专科）,150
3763,2014,北京,理科,艺术类高职,105
3764,2014,北京,文科,本科一批,565
3765,2014,北京,文科,本科二批,507
3766,2014,北京,文科,本科三批,458
3767,2014,北京,文科,艺术类本科,329
3768,2014,北京,文科,专科提前批,150
3769,2014,北京,文科,体育专业,350
3770,2014,北京,文科,高职（专科）,150
3771,2014,北京,文科,艺术类高职,105
3772,2014,天津,理科,本科一批,516
3773,2014,天津,理科,本科二批,439
3774,2014,天津,理科,本科三批,353
3775,2014,天津,文科,本科一批,523
3776,2014,天津,文科,本科二批,462
3777,2014,天津,文科,本科三批,366
3778,2014,辽宁,理科,本科一批,526
3779,2014,辽宁,理科,本科二批,450
3780,2014,辽宁,理科,本科三批,380
3781,2014,辽宁,理科,专科,200
3782,2014,辽宁,文科,本科一批,552
3783,2014,辽宁,文科,本科二批,490
3784,2014,辽宁,文科,本科三批,430
3785,2014,辽宁,文科,专科,220
3786,2014,吉林,理科,本科一批,555
3787,2014,吉林,理科,本科二批,445
3788,2014,吉林,理科,本科三批,350
3789,2014,吉林,理科,体育类本科,280
3790,2014,吉林,理科,艺术类本科,290
3791,2014,吉林,理科,体育类(独立院校和民办本科),260
3792,2014,吉林,理科,艺术类(独立院校和民办本科),228
3793,2014,吉林,文科,本科一批,560
3794,2014,吉林,文科,本科二批,459
3795,2014,吉林,文科,本科三批,350
3796,2014,吉林,文科,体育类本科,320
3797,2014,吉林,文科,艺术类本科,298
3798,2014,吉林,文科,体育类(独立院校和民办本科),300
3799,2014,吉林,文科,艺术类(独立院校和民办本科),228
3800,2014,黑龙江,理科,本科一批,529
3801,2014,黑龙江,理科,本科二批,414
3802,2014,黑龙江,理科,体育类本科,248
3803,2014,黑龙江,理科,艺术类本科,262
3804,2014,黑龙江,文科,本科一批,541
3805,2014,黑龙江,文科,本科二批,454
3806,2014,黑龙江,文科,体育类本科,272
3807,2014,黑龙江,文科,艺术类本科,277
3808,2014,上海,理科,本科一批,423
3809,2014,上海,理科,本科二批,351
3810,2014,上海,理科,专科批,224
3811,2014,上海,文科,本科一批,444
3812,2014,上海,文科,本科二批,390
3813,2014,上海,文科,专科批,154
3814,2014,江苏,理科,本科一批,345
3815,2014,江苏,理科,本科二批,312
3816,2014,江苏,文科,本科一批,333
3817,2014,江苏,文科,本科二批,301
3818,2014,浙江,理科,本科一批,597
3819,2014,浙江,理科,艺术类本科美术类,322
3820,2014,浙江,理科,艺术类本科广电类,492
3821,2014,浙江,理科,艺术类本科其他类,340
3822,2014,浙江,理科,体育类本科,365
3823,2014,浙江,理科,本科二批,420
3824,2014,浙江,文科,本科一批,621
3825,2014,黑龙江,理科,本科一批,529
3826,2014,黑龙江,理科,本科二批,414
3827,2014,黑龙江,理科,体育类本科,248
3828,2014,黑龙江,理科,艺术类本科,262
3829,2014,黑龙江,文科,本科一批,541
3830,2014,黑龙江,文科,本科二批,454
3831,2014,黑龙江,文科,体育类本科,272
3832,2014,黑龙江,文科,艺术类本科,277
3833,2014,上海,理科,本科一批,423
3834,2014,上海,理科,本科二批,351
3835,2014,上海,理科,专科批,224
3836,2014,上海,文科,本科一批,444
3837,2014,上海,文科,本科二批,390
3838,2014,上海,文科,专科批,154
3839,2014,江苏,理科,本科一批,345
3840,2014,江苏,理科,本科二批,312
3841,2014,江苏,文科,本科一批,333
3842,2014,江苏,文科,本科二批,301
3843,2014,浙江,理科,本科一批,597
3844,2014,浙江,理科,艺术类本科美术类,322
3845,2014,浙江,理科,艺术类本科广电类,492
3846,2014,浙江,理科,艺术类本科其他类,340
3847,2014,浙江,理科,体育类本科,365
3848,2014,浙江,理科,本科二批,420
3849,2014,浙江,文科,本科一批,621
3850,2014,浙江,文科,艺术类本科美术类,380
3851,2014,浙江,文科,艺术类本科广电类,455
3852,2014,浙江,文科,艺术类本科其他类,379
3853,2014,浙江,文科,体育类本科,423
3854,2014,浙江,文科,本科二批,485
3855,2014,安徽,理科,本科一批,489
3856,2014,安徽,理科,本科二批,438
3857,2014,安徽,理科,本科三批,409
3858,2014,安徽,理科,专科,150
3859,2014,安徽,文科,本科一批,541
3860,2014,安徽,文科,本科二批,500
3861,2014,安徽,文科,本科三批,469
3862,2014,安徽,文科,专科,150
3863,2014,福建,理科,本科一批,506
3864,2014,福建,理科,本科二批,408
3865,2014,福建,理科,专科,246
3866,2014,福建,文科,本科一批,561
3867,2014,福建,文科,本科二批,482
3868,2014,福建,文科,专科,357
3869,2014,山东,理科,本科一批,572
3870,2014,山东,理科,军检资格,547
3871,2014,山东,理科,艺术类本科,310
3872,2014,山东,文科,本科一批,579
3873,2014,山东,文科,军检资格,554
3874,2014,山东,文科,艺术类本科,320
3875,2014,湖北,理科,本科一批,533
3876,2014,湖北,理科,本科二批,471
3877,2014,湖北,理科,本科三批,380
3878,2014,湖北,理科,专科(一),295
3879,2014,湖北,理科,专科(二),180
3880,2014,湖北,文科,本科二批,482
3881,2014,湖北,文科,本科一批,535
3882,2014,湖北,文科,本科三批,417
3883,2014,湖北,文科,专科(一),325
3884,2014,湖北,文科,专科(二),180
3885,2014,湖南,理科,本科一批,522
3886,2014,湖南,理科,本科二批,442
3887,2014,湖南,理科,本科三批A,406
3888,2014,湖南,理科,本科三批B,386
3889,2014,湖南,理科,专科,200
3890,2014,湖南,文科,本科一批,562
3891,2014,湖南,文科,本科二批,501
3892,2014,湖南,文科,本科三批A,473
3893,2014,湖南,文科,本科三批B,453
3894,2014,湖南,文科,专科,200
3895,2014,广东,理科,本科一批,560
3896,2014,广东,理科,本科二批A,504
3897,2014,广东,理科,本科二批B,465
3898,2014,广东,理科,本科三批A,400
3899,2014,广东,理科,本科三批B,280
3900,2014,浙江,文科,艺术类本科美术类,380
3901,2014,浙江,文科,艺术类本科广电类,455
3902,2014,浙江,文科,艺术类本科其他类,379
3903,2014,浙江,文科,体育类本科,423
3904,2014,浙江,文科,本科二批,485
3905,2014,安徽,理科,本科一批,489
3906,2014,安徽,理科,本科二批,438
3907,2014,安徽,理科,本科三批,409
3908,2014,安徽,理科,专科,150
3909,2014,安徽,文科,本科一批,541
3910,2014,安徽,文科,本科二批,500
3911,2014,安徽,文科,本科三批,469
3912,2014,安徽,文科,专科,150
3913,2014,福建,理科,本科一批,506
3914,2014,福建,理科,本科二批,408
3915,2014,福建,理科,专科,246
3916,2014,福建,文科,本科一批,561
3917,2014,福建,文科,本科二批,482
3918,2014,福建,文科,专科,357
3919,2014,山东,理科,本科一批,572
3920,2014,山东,理科,军检资格,547
3921,2014,山东,理科,艺术类本科,310
3922,2014,山东,文科,本科一批,579
3923,2014,山东,文科,军检资格,554
3924,2014,山东,文科,艺术类本科,320
3925,2014,湖北,理科,本科一批,533
3926,2014,湖北,理科,本科二批,471
3927,2014,湖北,理科,本科三批,380
3928,2014,湖北,理科,专科(一),295
3929,2014,湖北,理科,专科(二),180
3930,2014,湖北,文科,本科二批,482
3931,2014,湖北,文科,本科一批,535
3932,2014,湖北,文科,本科三批,417
3933,2014,湖北,文科,专科(一),325
3934,2014,湖北,文科,专科(二),180
3935,2014,湖南,理科,本科一批,522
3936,2014,湖南,理科,本科二批,442
3937,2014,湖南,理科,本科三批A,406
3938,2014,湖南,理科,本科三批B,386
3939,2014,湖南,理科,专科,200
3940,2014,湖南,文科,本科一批,562
3941,2014,湖南,文科,本科二批,501
3942,2014,湖南,文科,本科三批A,473
3943,2014,湖南,文科,本科三批B,453
3944,2014,湖南,文科,专科,200
3945,2014,广东,理科,本科一批,560
3946,2014,广东,理科,本科二批A,504
3947,2014,广东,理科,本科二批B,465
3948,2014,广东,理科,本科三批A,400
3949,2014,广东,理科,本科三批B,280
3950,2014,广东,文科,本科一批,579
3951,2014,广东,文科,本科二批A,534
3952,2014,广东,文科,本科二批B,483
3953,2014,广东,文科,本科三批A,425
3954,2014,广东,文科,本科三批B,290
3955,2014,重庆,理科,本科一批,514
3956,2014,重庆,理科,本科二批,455
3957,2014,重庆,理科,本科三批,422
3958,2014,重庆,理科,高职(专科)一段,213
3959,2014,重庆,理科,高职(专科)二段,150
3960,2014,重庆,文科,本科一批,555
3961,2014,重庆,文科,本科二批,507
3962,2014,重庆,文科,本科三批,466
3963,2014,重庆,文科,高职(专科)一段,234
3964,2014,重庆,文科,高职(专科)二段,160
3965,2014,四川,理科,本科一批,540
3966,2014,四川,理科,本科二批,475
3967,2014,四川,理科,本科三批,446
3968,2014,四川,理科,专科,180
3969,2014,四川,文科,本科一批,551
3970,2014,四川,文科,本科二批,500
3971,2014,四川,文科,本科三批,476
3972,2014,四川,文科,专科,200
3973,2014,陕西,理科,本科一批,503
3974,2014,陕西,理科,本科二批,452
3975,2014,陕西,理科,本科三批,342
3976,2014,陕西,理科,专科,256
3977,2014,陕西,文科,本科一批,548
3978,2014,陕西,文科,本科二批,492
3979,2014,陕西,文科,本科三批,387
3980,2014,陕西,文科,专科,273
3981,2014,甘肃,理科,本科一批,516
3982,2014,甘肃,理科,本科二批,459
3983,2014,甘肃,理科,民族院校民族班,395
3984,2014,甘肃,文科,本科一批,543
3985,2014,甘肃,文科,本科二批,499
3986,2014,甘肃,文科,民族院校民族班,430
3987,2014,河北,理科,本科一批,573
3988,2014,河北,理科,本科二批,503
3989,2014,河北,理科,本科三批,326
3990,2014,河北,理科,专科,200
3991,2014,河北,文科,本科一批,563
3992,2014,河北,文科,本科二批,513
3993,2014,河北,文科,本科三批,415
3994,2014,河北,文科,专科,200
3995,2014,山西,理科,本科一批,534
3996,2014,山西,理科,本科二批,462
3997,2014,山西,理科,艺术类一本,347
3998,2014,山西,理科,艺术类二本,300
3999,2014,山西,理科,体育类一本,427
4000,2014,湖北,理科,本科一批,533
4001,2014,湖北,理科,本科二批,471
4002,2014,湖北,理科,本科三批,380
4003,2014,湖北,理科,专科(一),295
4004,2014,湖北,理科,专科(二),180
4005,2014,湖北,文科,本科二批,482
4006,2014,湖北,文科,本科一批,535
4007,2014,湖北,文科,本科三批,417
4008,2014,湖北,文科,专科(一),325
4009,2014,湖北,文科,专科(二),180
4010,2014,湖南,理科,本科一批,522
4011,2014,湖南,理科,本科二批,442
4012,2014,湖南,理科,本科三批A,406
4013,2014,湖南,理科,本科三批B,386
4014,2014,湖南,理科,专科,200
4015,2014,湖南,文科,本科一批,562
4016,2014,湖南,文科,本科二批,501
4017,2014,湖南,文科,本科三批A,473
4018,2014,湖南,文科,本科三批B,453
4019,2014,湖南,文科,专科,200
4020,2014,广东,理科,本科一批,560
4021,2014,广东,理科,本科二批A,504
4022,2014,广东,理科,本科二批B,465
4023,2014,广东,理科,本科三批A,400
4024,2014,广东,理科,本科三批B,280
4025,2014,广东,文科,本科一批,579
4026,2014,广东,文科,本科二批A,534
4027,2014,广东,文科,本科二批B,483
4028,2014,广东,文科,本科三批A,425
4029,2014,广东,文科,本科三批B,290
4030,2014,重庆,理科,本科一批,514
4031,2014,重庆,理科,本科二批,455
4032,2014,重庆,理科,本科三批,422
4033,2014,重庆,理科,高职(专科)一段,213
4034,2014,重庆,理科,高职(专科)二段,150
4035,2014,重庆,文科,本科一批,555
4036,2014,重庆,文科,本科二批,507
4037,2014,重庆,文科,本科三批,466
4038,2014,重庆,文科,高职(专科)一段,234
4039,2014,重庆,文科,高职(专科)二段,160
4040,2014,四川,理科,本科一批,540
4041,2014,四川,理科,本科二批,475
4042,2014,四川,理科,本科三批,446
4043,2014,四川,理科,专科,180
4044,2014,四川,文科,本科一批,551
4045,2014,四川,文科,本科二批,500
4046,2014,四川,文科,本科三批,476
4047,2014,四川,文科,专科,200
4048,2014,陕西,理科,本科一批,503
4049,2014,陕西,理科,本科二批,452
4050,2014,陕西,理科,本科三批,342
4051,2014,陕西,理科,专科,256
4052,2014,陕西,文科,本科一批,548
4053,2014,陕西,文科,本科二批,492
4054,2014,陕西,文科,本科三批,387
4055,2014,陕西,文科,专科,273
4056,2014,甘肃,理科,本科一批,516
4057,2014,甘肃,理科,本科二批,459
4058,2014,甘肃,理科,民族院校民族班,395
4059,2014,甘肃,文科,本科一批,543
4060,2014,甘肃,文科,本科二批,499
4061,2014,甘肃,文科,民族院校民族班,430
4062,2014,河北,理科,本科一批,573
4063,2014,河北,理科,本科二批,503
4064,2014,河北,理科,本科三批,326
4065,2014,河北,理科,专科,200
4066,2014,河北,文科,本科一批,563
4067,2014,河北,文科,本科二批,513
4068,2014,河北,文科,本科三批,415
4069,2014,河北,文科,专科,200
4070,2014,山西,理科,本科一批,534
4071,2014,山西,理科,本科二批,462
4072,2014,山西,理科,艺术类一本,347
4073,2014,山西,理科,艺术类二本,300
4074,2014,山西,理科,体育类一本,427
4075,2014,山西,理科,体育类二本,370
4076,2014,山西,文科,本科一批,526
4077,2014,山西,文科,本科二批,478
4078,2014,山西,文科,艺术类一本,342
4079,2014,山西,文科,艺术类二本,311
4080,2014,山西,文科,体育类一本,421
4081,2014,山西,文科,体育类二本,382
4082,2014,内蒙古,理科,本科一批,501
4083,2014,内蒙古,理科,本科二批,388
4084,2014,内蒙古,理科,本科二批C,336
4085,2014,内蒙古,文科,本科一批,525
4086,2014,内蒙古,文科,本科二批,455
4087,2014,内蒙古,文科,本科二批C,404
4088,2014,河南,理科,本科一批,547
4089,2014,河南,理科,本科二批,476
4090,2014,河南,理科,本科三批,400
4091,2014,河南,理科,专科,200
4092,2014,河南,文科,本科一批,536
4093,2014,河南,文科,本科二批,483
4094,2014,河南,文科,本科三批,425
4095,2014,河南,文科,专科,200
4096,2014,海南,理科,本科一批,606
4097,2014,海南,理科,本科二批,542
4098,2014,海南,文科,本科一批,666
4099,2014,海南,文科,本科二批,590
4100,2014,广西,理科,本科一批,520
4101,2014,广西,理科,本科二批,407
4102,2014,广西,理科,本科三批,326
4103,2014,广西,理科,专科,200
4104,2014,广西,文科,本科一批,550
4105,2014,广西,文科,本科二批,463
4106,2014,广西,文科,本科三批,404
4107,2014,广西,文科,专科,200
4108,2014,贵州,理科,本科一批,484
4109,2014,贵州,理科,本科二批,382
4110,2014,贵州,理科,本科三批,337
4111,2014,贵州,理科,专科批,200
4112,2014,贵州,文科,本科一批,569
4113,2014,贵州,文科,本科二批,489
4114,2014,贵州,文科,本科三批,444
4115,2014,贵州,文科,专科批,220
4116,2014,云南,理科,本科一批,525
4117,2014,云南,理科,本科二批,445
4118,2014,云南,理科,本科三批,400
4119,2014,云南,理科,专科一批,370
4120,2014,云南,理科,艺术类本科,320
4121,2014,云南,理科,艺术类专科,275
4122,2014,云南,理科,体育类本科,325
4123,2014,云南,文科,本科一批,565
4124,2014,云南,文科,本科二批,500
4125,2014,广东,文科,本科一批,579
4126,2014,广东,文科,本科二批A,534
4127,2014,广东,文科,本科二批B,483
4128,2014,广东,文科,本科三批A,425
4129,2014,广东,文科,本科三批B,290
4130,2014,重庆,理科,本科一批,514
4131,2014,重庆,理科,本科二批,455
4132,2014,重庆,理科,本科三批,422
4133,2014,重庆,理科,高职(专科)一段,213
4134,2014,重庆,理科,高职(专科)二段,150
4135,2014,重庆,文科,本科一批,555
4136,2014,重庆,文科,本科二批,507
4137,2014,重庆,文科,本科三批,466
4138,2014,重庆,文科,高职(专科)一段,234
4139,2014,重庆,文科,高职(专科)二段,160
4140,2014,四川,理科,本科一批,540
4141,2014,四川,理科,本科二批,475
4142,2014,四川,理科,本科三批,446
4143,2014,四川,理科,专科,180
4144,2014,四川,文科,本科一批,551
4145,2014,四川,文科,本科二批,500
4146,2014,四川,文科,本科三批,476
4147,2014,四川,文科,专科,200
4148,2014,陕西,理科,本科一批,503
4149,2014,陕西,理科,本科二批,452
4150,2014,陕西,理科,本科三批,342
4151,2014,陕西,理科,专科,256
4152,2014,陕西,文科,本科一批,548
4153,2014,陕西,文科,本科二批,492
4154,2014,陕西,文科,本科三批,387
4155,2014,陕西,文科,专科,273
4156,2014,甘肃,理科,本科一批,516
4157,2014,甘肃,理科,本科二批,459
4158,2014,甘肃,理科,民族院校民族班,395
4159,2014,甘肃,文科,本科一批,543
4160,2014,甘肃,文科,本科二批,499
4161,2014,甘肃,文科,民族院校民族班,430
4162,2014,河北,理科,本科一批,573
4163,2014,河北,理科,本科二批,503
