,年份,考生所在地,文理分科,批次名称,最低控制分数线
0,2020,北京,综合改革,本科批,436
1,2020,北京,综合改革,特殊类型招生控制线,526
2,2020,北京,综合改革,艺术类（本科）,316
3,2020,北京,综合改革,艺术类（高职专科）,84
4,2020,北京,综合改革,体育类（本科）体育成绩60分,300
5,2020,北京,综合改革,专科批,120
6,2020,天津,综合改革,本科批,476
7,2020,天津,综合改革,艺术类（本科）,333
8,2020,天津,综合改革,体育类（本科）,447
9,2020,天津,综合改革,专科批,120
10,2020,天津,综合改革,特殊类型招生控制线,587
11,2020,辽宁,理科,本科批,359
12,2020,辽宁,理科,专科批,150
13,2020,辽宁,文科,本科批,472
14,2020,辽宁,文科,专科批,150
15,2020,吉林,理科,本科一批,517
16,2020,吉林,理科,本科二批,336
17,2020,吉林,理科,专科批,130
18,2020,吉林,文科,本科一批,543
19,2020,吉林,文科,本科二批,371
20,2020,吉林,文科,专科批,130
21,2020,黑龙江,理科,本科一批,455
22,2020,黑龙江,理科,本科二批,301
23,2020,黑龙江,理科,专科批,160
24,2020,黑龙江,文科,本科一批,483
25,2020,黑龙江,文科,本科二批,356
26,2020,黑龙江,文科,专科批,160
27,2020,上海,综合改革,本科批,400
28,2020,上海,综合改革,专科批,100
29,2020,江苏,理科,本科一批,347
30,2020,江苏,理科,本科二批,313
31,2020,江苏,理科,专科批,260
32,2020,江苏,文科,本科一批,343
33,2020,江苏,文科,本科二批,284
34,2020,江苏,文科,专科批,230
35,2020,浙江,综合改革,平行录取一段,594
36,2020,浙江,综合改革,平行录取二段,495
37,2020,浙江,综合改革,平行录取三段,279
38,2020,安徽,理科,本科一批,515
39,2020,安徽,理科,本科二批,435
40,2020,安徽,理科,专科批,200
41,2020,安徽,文科,本科一批,541
42,2020,安徽,文科,本科二批,499
43,2020,安徽,文科,专科批,200
44,2020,福建,理科,本科批,402
45,2020,福建,理科,专科批,220
46,2020,福建,文科,本科批,465
47,2020,福建,文科,专科批,220
48,2020,山东,综合改革,普通类一段,449
49,2020,山东,综合改革,普通类二段,150
50,2020,湖北,理科,本科一批,521
51,2020,湖北,理科,本科二批,395
52,2020,湖北,理科,专科批,200
53,2020,湖北,文科,本科一批,531
54,2020,湖北,文科,本科二批,426
55,2020,湖北,文科,专科批,200
56,2020,湖南,理科,本科一批,507
57,2020,湖南,理科,本科二批,464
58,2020,湖南,理科,本科三批,433
59,2020,湖南,理科,专科批,200
60,2020,湖南,文科,本科一批,550
61,2020,湖南,文科,本科二批,526
62,2020,湖南,文科,本科三批,501
63,2020,湖南,文科,专科批,200
64,2020,广东,理科,本科批,410
65,2020,广东,理科,地方专项计划批,494
66,2020,广东,理科,专科批,160
67,2020,广东,理科,高分优先投档批,524
68,2020,广东,文科,本科批,430
69,2020,广东,文科,地方专项计划批,506
70,2020,广东,文科,专科批,160
71,2020,广东,文科,高分优先投档批,536
72,2020,重庆,理科,本科一批,500
73,2020,重庆,理科,本科二批,411
74,2020,重庆,理科,专科批,180
75,2020,湖北,理科,本科一批,521
76,2020,湖北,理科,本科二批,395
77,2020,湖北,理科,专科批,200
78,2020,湖北,文科,本科一批,531
79,2020,湖北,文科,本科二批,426
80,2020,湖北,文科,专科批,200
81,2020,湖南,理科,本科一批,507
82,2020,湖南,理科,本科二批,464
83,2020,湖南,理科,本科三批,433
84,2020,湖南,理科,专科批,200
85,2020,湖南,文科,本科一批,550
86,2020,湖南,文科,本科二批,526
87,2020,湖南,文科,本科三批,501
88,2020,湖南,文科,专科批,200
89,2020,广东,理科,本科批,410
90,2020,广东,理科,地方专项计划批,494
91,2020,广东,理科,专科批,160
92,2020,广东,理科,高分优先投档批,524
93,2020,广东,文科,本科批,430
94,2020,广东,文科,地方专项计划批,506
95,2020,广东,文科,专科批,160
96,2020,广东,文科,高分优先投档批,536
97,2020,重庆,理科,本科一批,500
98,2020,重庆,理科,本科二批,411
99,2020,重庆,理科,专科批,180
100,2020,重庆,文科,本科一批,536
101,2020,重庆,文科,本科二批,443
102,2020,重庆,文科,专科批,180
103,2020,四川,理科,本科一批,529
104,2020,四川,理科,本科二批,443
105,2020,四川,理科,专科批,150
106,2020,四川,文科,本科一批,527
107,2020,四川,文科,本科二批,459
108,2020,四川,文科,专科批,150
109,2020,陕西,理科,本科一批,451
110,2020,陕西,理科,本科二批,350
111,2020,陕西,理科,专科批,160
112,2020,陕西,文科,本科一批,512
113,2020,陕西,文科,本科二批,405
114,2020,陕西,文科,专科批,160
115,2020,甘肃,理科,本科一批,458
116,2020,甘肃,理科,本科二批,372
117,2020,甘肃,理科,专科批,160
118,2020,甘肃,文科,本科一批,520
119,2020,甘肃,文科,本科二批,439
120,2020,甘肃,文科,专科批,160
121,2020,河北,理科,本科批,415
122,2020,河北,理科,专科批,200
123,2020,河北,文科,本科批,465
124,2020,河北,文科,专科批,220
125,2020,山西,理科,本科一批,537
126,2020,山西,理科,本科二批,449
127,2020,山西,理科,本科二批C段,370
128,2020,山西,理科,专科批,130
129,2020,山西,文科,本科一批,542
130,2020,山西,文科,本科二批,469
131,2020,山西,文科,本科二批C段,400
132,2020,山西,文科,专科批,130
133,2020,内蒙古,理科,本科一批,452
134,2020,内蒙古,理科,本科二批,333
135,2020,内蒙古,理科,专科批,160
136,2020,内蒙古,文科,本科一批,520
137,2020,内蒙古,文科,本科二批,437
138,2020,内蒙古,文科,专科批,160
139,2020,河南,理科,本科一批,544
140,2020,河南,理科,本科二批,418
141,2020,河南,理科,专科批,180
142,2020,河南,文科,本科一批,556
143,2020,河南,文科,本科二批,465
144,2020,河南,文科,专科批,180
145,2020,海南,综合改革,本科批,463
146,2020,海南,综合改革,国家专项计划批,463
147,2020,海南,综合改革,专科批,250
148,2020,海南,综合改革,特殊类型招生控制线,569
149,2020,广西,理科,本科一批,496
150,2020,重庆,文科,本科一批,536
151,2020,重庆,文科,本科二批,443
152,2020,重庆,文科,专科批,180
153,2020,四川,理科,本科一批,529
154,2020,四川,理科,本科二批,443
155,2020,四川,理科,专科批,150
156,2020,四川,文科,本科一批,527
157,2020,四川,文科,本科二批,459
158,2020,四川,文科,专科批,150
159,2020,陕西,理科,本科一批,451
160,2020,陕西,理科,本科二批,350
161,2020,陕西,理科,专科批,160
162,2020,陕西,文科,本科一批,512
163,2020,陕西,文科,本科二批,405
164,2020,陕西,文科,专科批,160
165,2020,甘肃,理科,本科一批,458
166,2020,甘肃,理科,本科二批,372
167,2020,甘肃,理科,专科批,160
168,2020,甘肃,文科,本科一批,520
169,2020,甘肃,文科,本科二批,439
170,2020,甘肃,文科,专科批,160
171,2020,河北,理科,本科批,415
172,2020,河北,理科,专科批,200
173,2020,河北,文科,本科批,465
174,2020,河北,文科,专科批,220
175,2020,山西,理科,本科一批,537
176,2020,山西,理科,本科二批,449
177,2020,山西,理科,本科二批C段,370
178,2020,山西,理科,专科批,130
179,2020,山西,文科,本科一批,542
180,2020,山西,文科,本科二批,469
181,2020,山西,文科,本科二批C段,400
182,2020,山西,文科,专科批,130
183,2020,内蒙古,理科,本科一批,452
184,2020,内蒙古,理科,本科二批,333
185,2020,内蒙古,理科,专科批,160
186,2020,内蒙古,文科,本科一批,520
187,2020,内蒙古,文科,本科二批,437
188,2020,内蒙古,文科,专科批,160
189,2020,河南,理科,本科一批,544
190,2020,河南,理科,本科二批,418
191,2020,河南,理科,专科批,180
192,2020,河南,文科,本科一批,556
193,2020,河南,文科,本科二批,465
194,2020,河南,文科,专科批,180
195,2020,海南,综合改革,本科批,463
196,2020,海南,综合改革,国家专项计划批,463
197,2020,海南,综合改革,专科批,250
198,2020,海南,综合改革,特殊类型招生控制线,569
199,2020,广西,理科,本科一批,496
200,2020,广西,理科,本科二批,353
201,2020,广西,理科,专科批,180
202,2020,广西,文科,本科一批,500
203,2020,广西,文科,本科二批,381
204,2020,广西,文科,专科批,180
205,2020,贵州,理科,本科一批,480
206,2020,贵州,理科,本科二批,384
207,2020,贵州,理科,专科批,180
208,2020,贵州,文科,本科一批,548
209,2020,贵州,文科,本科二批,463
210,2020,贵州,文科,专科批,180
211,2020,云南,理科,本科一批,535
212,2020,云南,理科,本科二批,440
213,2020,云南,理科,专科批,200
214,2020,云南,文科,本科一批,555
215,2020,云南,文科,本科二批,480
216,2020,云南,文科,专科批,200
217,2020,西藏,理科,重点本科（汉族）,480
218,2020,西藏,理科,重点本科（少数民族）,325
219,2020,西藏,理科,普通本科（汉族）,310
220,2020,西藏,理科,普通本科（少数民族）,293
221,2020,西藏,理科,专科批（少数民族）,225
222,2020,西藏,理科,专科批（汉族）,225
223,2020,西藏,文科,重点本科（汉族）,460
224,2020,西藏,文科,重点本科（少数民族）,350
225,2020,西藏,文科,普通本科（汉族）,335
226,2020,西藏,文科,普通本科（少数民族）,320
227,2020,西藏,文科,专科批（少数民族）,235
228,2020,西藏,文科,专科批（汉族）,235
229,2020,青海,理科,专科批,160
230,2020,青海,理科,特殊类型招生控制线,393
231,2020,青海,理科,本科一段,352
232,2020,青海,理科,国家贫困地区专项计划批,342
233,2020,青海,理科,本科二段,330
234,2020,青海,文科,专科批,160
235,2020,青海,文科,特殊类型招生控制线,480
236,2020,青海,文科,本科一段,439
237,2020,青海,文科,国家贫困地区专项计划批,429
238,2020,青海,文科,本科二段,401
239,2020,宁夏,理科,本科一批,434
240,2020,宁夏,理科,本科二批,368
241,2020,宁夏,理科,国家专项计划本科一批,434
242,2020,宁夏,理科,国家专项计划本科二批,368
243,2020,宁夏,理科,地方专项计划本科一批,434
244,2020,宁夏,理科,专科批,150
245,2020,宁夏,文科,本科一批,523
246,2020,宁夏,文科,本科二批,451
247,2020,宁夏,文科,国家专项计划本科一批,523
248,2020,宁夏,文科,国家专项计划本科二批,451
249,2020,宁夏,文科,地方专项计划本科一批,523
250,2020,山西,理科,本科一批,537
251,2020,山西,理科,本科二批,449
252,2020,山西,理科,本科二批C段,370
253,2020,山西,理科,专科批,130
254,2020,山西,文科,本科一批,542
255,2020,山西,文科,本科二批,469
256,2020,山西,文科,本科二批C段,400
257,2020,山西,文科,专科批,130
258,2020,内蒙古,理科,本科一批,452
259,2020,内蒙古,理科,本科二批,333
260,2020,内蒙古,理科,专科批,160
261,2020,内蒙古,文科,本科一批,520
262,2020,内蒙古,文科,本科二批,437
263,2020,内蒙古,文科,专科批,160
264,2020,河南,理科,本科一批,544
265,2020,河南,理科,本科二批,418
266,2020,河南,理科,专科批,180
267,2020,河南,文科,本科一批,556
268,2020,河南,文科,本科二批,465
269,2020,河南,文科,专科批,180
270,2020,海南,综合改革,本科批,463
271,2020,海南,综合改革,国家专项计划批,463
272,2020,海南,综合改革,专科批,250
273,2020,海南,综合改革,特殊类型招生控制线,569
274,2020,广西,理科,本科一批,496
275,2020,广西,理科,本科二批,353
276,2020,广西,理科,专科批,180
277,2020,广西,文科,本科一批,500
278,2020,广西,文科,本科二批,381
279,2020,广西,文科,专科批,180
280,2020,贵州,理科,本科一批,480
281,2020,贵州,理科,本科二批,384
282,2020,贵州,理科,专科批,180
283,2020,贵州,文科,本科一批,548
284,2020,贵州,文科,本科二批,463
285,2020,贵州,文科,专科批,180
286,2020,云南,理科,本科一批,535
287,2020,云南,理科,本科二批,440
288,2020,云南,理科,专科批,200
289,2020,云南,文科,本科一批,555
290,2020,云南,文科,本科二批,480
291,2020,云南,文科,专科批,200
292,2020,西藏,理科,重点本科（汉族）,480
293,2020,西藏,理科,重点本科（少数民族）,325
294,2020,西藏,理科,普通本科（汉族）,310
295,2020,西藏,理科,普通本科（少数民族）,293
296,2020,西藏,理科,专科批（少数民族）,225
297,2020,西藏,理科,专科批（汉族）,225
298,2020,西藏,文科,重点本科（汉族）,460
299,2020,西藏,文科,重点本科（少数民族）,350
300,2020,西藏,文科,普通本科（汉族）,335
301,2020,西藏,文科,普通本科（少数民族）,320
302,2020,西藏,文科,专科批（少数民族）,235
303,2020,西藏,文科,专科批（汉族）,235
304,2020,青海,理科,专科批,160
305,2020,青海,理科,特殊类型招生控制线,393
306,2020,青海,理科,本科一段,352
307,2020,青海,理科,国家贫困地区专项计划批,342
308,2020,青海,理科,本科二段,330
309,2020,青海,文科,专科批,160
310,2020,青海,文科,特殊类型招生控制线,480
311,2020,青海,文科,本科一段,439
312,2020,青海,文科,国家贫困地区专项计划批,429
313,2020,青海,文科,本科二段,401
314,2020,宁夏,理科,本科一批,434
315,2020,宁夏,理科,本科二批,368
316,2020,宁夏,理科,国家专项计划本科一批,434
317,2020,宁夏,理科,国家专项计划本科二批,368
318,2020,宁夏,理科,地方专项计划本科一批,434
319,2020,宁夏,理科,专科批,150
320,2020,宁夏,文科,本科一批,523
321,2020,宁夏,文科,本科二批,451
322,2020,宁夏,文科,国家专项计划本科一批,523
323,2020,宁夏,文科,国家专项计划本科二批,451
324,2020,宁夏,文科,地方专项计划本科一批,523
325,2020,宁夏,文科,专科批,150
326,2020,江西,理科,本科一批,535
327,2020,江西,理科,本科二批,463
328,2020,江西,理科,专科批,150
329,2020,江西,文科,本科一批,547
330,2020,江西,文科,本科二批,488
331,2020,江西,文科,专科批,150
332,2019,北京,理科,普通本科批,423
333,2019,北京,理科,艺术类理科,295
334,2019,北京,理科,自主招生批,527
335,2019,北京,文科,普通本科批,480
336,2019,北京,文科,艺术类文科,335
337,2019,北京,文科,自主招生批,559
338,2019,天津,理科,普通本科批,400
339,2019,天津,文科,普通本科批,428
340,2019,辽宁,理科,普通本科批,369
341,2019,辽宁,理科,自主招生批,512
342,2019,辽宁,理科,专科,150
343,2019,辽宁,文科,普通本科批,482
344,2019,辽宁,文科,自主招生批,564
345,2019,辽宁,文科,专科,150
346,2019,吉林,理科,本科一批,530
347,2019,吉林,理科,本科二批,350
348,2019,吉林,文科,本科一批,544
349,2019,吉林,文科,本科二批,372
350,2019,黑龙江,理科,本科一批,477
351,2019,黑龙江,理科,本科二批,372
352,2019,黑龙江,文科,本科一批,500
353,2019,黑龙江,文科,本科二批,424
354,2019,上海,综合改革,普通本科批,403
355,2019,上海,综合改革,自主招生批,503
356,2019,江苏,理科,本科一批,345
357,2019,江苏,理科,本科二批,307
358,2019,江苏,文科,本科一批,339
359,2019,江苏,文科,本科二批,277
360,2019,浙江,综合改革,第一段,595
361,2019,浙江,综合改革,第二段,496
362,2019,浙江,综合改革,第三段,264
363,2019,安徽,理科,本科一批,496
364,2019,安徽,理科,本科二批,426
365,2019,安徽,理科,专科,200
366,2019,安徽,文科,本科一批,550
367,2019,安徽,文科,本科二批,504
368,2019,安徽,文科,专科,200
369,2019,福建,理科,本科一批,493
370,2019,福建,理科,本科二批,393
371,2019,福建,理科,专科,220
372,2019,福建,文科,本科一批,550
373,2019,福建,文科,本科二批,464
374,2019,福建,文科,专科,220
375,2020,广西,理科,本科二批,353
376,2020,广西,理科,专科批,180
377,2020,广西,文科,本科一批,500
378,2020,广西,文科,本科二批,381
379,2020,广西,文科,专科批,180
380,2020,贵州,理科,本科一批,480
381,2020,贵州,理科,本科二批,384
382,2020,贵州,理科,专科批,180
383,2020,贵州,文科,本科一批,548
384,2020,贵州,文科,本科二批,463
385,2020,贵州,文科,专科批,180
386,2020,云南,理科,本科一批,535
387,2020,云南,理科,本科二批,440
388,2020,云南,理科,专科批,200
389,2020,云南,文科,本科一批,555
390,2020,云南,文科,本科二批,480
391,2020,云南,文科,专科批,200
392,2020,西藏,理科,重点本科（汉族）,480
393,2020,西藏,理科,重点本科（少数民族）,325
394,2020,西藏,理科,普通本科（汉族）,310
395,2020,西藏,理科,普通本科（少数民族）,293
396,2020,西藏,理科,专科批（少数民族）,225
397,2020,西藏,理科,专科批（汉族）,225
398,2020,西藏,文科,重点本科（汉族）,460
399,2020,西藏,文科,重点本科（少数民族）,350
400,2020,西藏,文科,普通本科（汉族）,335
401,2020,西藏,文科,普通本科（少数民族）,320
402,2020,西藏,文科,专科批（少数民族）,235
403,2020,西藏,文科,专科批（汉族）,235
404,2020,青海,理科,专科批,160
405,2020,青海,理科,特殊类型招生控制线,393
406,2020,青海,理科,本科一段,352
407,2020,青海,理科,国家贫困地区专项计划批,342
408,2020,青海,理科,本科二段,330
409,2020,青海,文科,专科批,160
410,2020,青海,文科,特殊类型招生控制线,480
411,2020,青海,文科,本科一段,439
412,2020,青海,文科,国家贫困地区专项计划批,429
413,2020,青海,文科,本科二段,401
414,2020,宁夏,理科,本科一批,434
415,2020,宁夏,理科,本科二批,368
416,2020,宁夏,理科,国家专项计划本科一批,434
417,2020,宁夏,理科,国家专项计划本科二批,368
418,2020,宁夏,理科,地方专项计划本科一批,434
419,2020,宁夏,理科,专科批,150
420,2020,宁夏,文科,本科一批,523
421,2020,宁夏,文科,本科二批,451
422,2020,宁夏,文科,国家专项计划本科一批,523
423,2020,宁夏,文科,国家专项计划本科二批,451
424,2020,宁夏,文科,地方专项计划本科一批,523
425,2020,宁夏,文科,专科批,150
426,2020,江西,理科,本科一批,535
427,2020,江西,理科,本科二批,463
428,2020,江西,理科,专科批,150
429,2020,江西,文科,本科一批,547
430,2020,江西,文科,本科二批,488
431,2020,江西,文科,专科批,150
432,2019,北京,理科,普通本科批,423
433,2019,北京,理科,艺术类理科,295
434,2019,北京,理科,自主招生批,527
435,2019,北京,文科,普通本科批,480
436,2019,北京,文科,艺术类文科,335
437,2019,北京,文科,自主招生批,559
438,2019,天津,理科,普通本科批,400
439,2019,天津,文科,普通本科批,428
440,2019,辽宁,理科,普通本科批,369
441,2019,辽宁,理科,自主招生批,512
442,2019,辽宁,理科,专科,150
443,2019,辽宁,文科,普通本科批,482
444,2019,辽宁,文科,自主招生批,564
445,2019,辽宁,文科,专科,150
446,2019,吉林,理科,本科一批,530
447,2019,吉林,理科,本科二批,350
448,2019,吉林,文科,本科一批,544
449,2019,吉林,文科,本科二批,372
450,2019,黑龙江,理科,本科一批,477
451,2019,黑龙江,理科,本科二批,372
452,2019,黑龙江,文科,本科一批,500
453,2019,黑龙江,文科,本科二批,424
454,2019,上海,综合改革,普通本科批,403
455,2019,上海,综合改革,自主招生批,503
456,2019,江苏,理科,本科一批,345
457,2019,江苏,理科,本科二批,307
458,2019,江苏,文科,本科一批,339
459,2019,江苏,文科,本科二批,277
460,2019,浙江,综合改革,第一段,595
461,2019,浙江,综合改革,第二段,496
462,2019,浙江,综合改革,第三段,264
463,2019,安徽,理科,本科一批,496
464,2019,安徽,理科,本科二批,426
465,2019,安徽,理科,专科,200
466,2019,安徽,文科,本科一批,550
467,2019,安徽,文科,本科二批,504
468,2019,安徽,文科,专科,200
469,2019,福建,理科,本科一批,493
470,2019,福建,理科,本科二批,393
471,2019,福建,理科,专科,220
472,2019,福建,文科,本科一批,550
473,2019,福建,文科,本科二批,464
474,2019,福建,文科,专科,220
475,2019,山东,理科,普通本科批,443
476,2019,山东,理科,自主招生批,514
477,2019,山东,文科,普通本科批,503
478,2019,山东,文科,自主招生批,542
479,2019,湖北,理科,本科一批,505
480,2019,湖北,理科,本科二批,388
481,2019,湖北,理科,专科,200
482,2019,湖北,文科,本科一批,542
483,2019,湖北,文科,本科二批,445
484,2019,湖北,文科,专科,200
485,2019,湖南,理科,本科一批,500
486,2019,湖南,理科,本科二批,448
487,2019,湖南,理科,本科三批,414
488,2019,湖南,理科,专科,200
489,2019,湖南,文科,本科一批,553
490,2019,湖南,文科,本科二批,523
491,2019,湖南,文科,本科三批,495
492,2019,湖南,文科,专科,200
493,2019,广东,理科,普通本科批,390
494,2019,广东,理科,高分优先投档线,495
495,2019,广东,理科,地方专项计划,465
496,2019,广东,文科,普通本科批,455
497,2019,广东,文科,高分优先投档线,546
498,2019,广东,文科,地方专项计划,516
499,2019,重庆,理科,本科一批,525
500,2020,西藏,文科,普通本科（汉族）,335
501,2020,西藏,文科,普通本科（少数民族）,320
502,2020,西藏,文科,专科批（少数民族）,235
503,2020,西藏,文科,专科批（汉族）,235
504,2020,青海,理科,专科批,160
505,2020,青海,理科,特殊类型招生控制线,393
506,2020,青海,理科,本科一段,352
507,2020,青海,理科,国家贫困地区专项计划批,342
508,2020,青海,理科,本科二段,330
509,2020,青海,文科,专科批,160
510,2020,青海,文科,特殊类型招生控制线,480
511,2020,青海,文科,本科一段,439
512,2020,青海,文科,国家贫困地区专项计划批,429
513,2020,青海,文科,本科二段,401
514,2020,宁夏,理科,本科一批,434
515,2020,宁夏,理科,本科二批,368
516,2020,宁夏,理科,国家专项计划本科一批,434
517,2020,宁夏,理科,国家专项计划本科二批,368
518,2020,宁夏,理科,地方专项计划本科一批,434
519,2020,宁夏,理科,专科批,150
520,2020,宁夏,文科,本科一批,523
521,2020,宁夏,文科,本科二批,451
522,2020,宁夏,文科,国家专项计划本科一批,523
523,2020,宁夏,文科,国家专项计划本科二批,451
524,2020,宁夏,文科,地方专项计划本科一批,523
525,2020,宁夏,文科,专科批,150
526,2020,江西,理科,本科一批,535
527,2020,江西,理科,本科二批,463
528,2020,江西,理科,专科批,150
529,2020,江西,文科,本科一批,547
530,2020,江西,文科,本科二批,488
531,2020,江西,文科,专科批,150
532,2019,北京,理科,普通本科批,423
533,2019,北京,理科,艺术类理科,295
534,2019,北京,理科,自主招生批,527
535,2019,北京,文科,普通本科批,480
536,2019,北京,文科,艺术类文科,335
537,2019,北京,文科,自主招生批,559
538,2019,天津,理科,普通本科批,400
539,2019,天津,文科,普通本科批,428
540,2019,辽宁,理科,普通本科批,369
541,2019,辽宁,理科,自主招生批,512
542,2019,辽宁,理科,专科,150
543,2019,辽宁,文科,普通本科批,482
544,2019,辽宁,文科,自主招生批,564
545,2019,辽宁,文科,专科,150
546,2019,吉林,理科,本科一批,530
547,2019,吉林,理科,本科二批,350
548,2019,吉林,文科,本科一批,544
549,2019,吉林,文科,本科二批,372
550,2019,黑龙江,理科,本科一批,477
551,2019,黑龙江,理科,本科二批,372
552,2019,黑龙江,文科,本科一批,500
553,2019,黑龙江,文科,本科二批,424
554,2019,上海,综合改革,普通本科批,403
555,2019,上海,综合改革,自主招生批,503
556,2019,江苏,理科,本科一批,345
557,2019,江苏,理科,本科二批,307
558,2019,江苏,文科,本科一批,339
559,2019,江苏,文科,本科二批,277
560,2019,浙江,综合改革,第一段,595
561,2019,浙江,综合改革,第二段,496
562,2019,浙江,综合改革,第三段,264
563,2019,安徽,理科,本科一批,496
564,2019,安徽,理科,本科二批,426
565,2019,安徽,理科,专科,200
566,2019,安徽,文科,本科一批,550
567,2019,安徽,文科,本科二批,504
568,2019,安徽,文科,专科,200
569,2019,福建,理科,本科一批,493
570,2019,福建,理科,本科二批,393
571,2019,福建,理科,专科,220
572,2019,福建,文科,本科一批,550
573,2019,福建,文科,本科二批,464
574,2019,福建,文科,专科,220
575,2019,山东,理科,普通本科批,443
576,2019,山东,理科,自主招生批,514
577,2019,山东,文科,普通本科批,503
578,2019,山东,文科,自主招生批,542
579,2019,湖北,理科,本科一批,505
580,2019,湖北,理科,本科二批,388
581,2019,湖北,理科,专科,200
582,2019,湖北,文科,本科一批,542
583,2019,湖北,文科,本科二批,445
584,2019,湖北,文科,专科,200
585,2019,湖南,理科,本科一批,500
586,2019,湖南,理科,本科二批,448
587,2019,湖南,理科,本科三批,414
588,2019,湖南,理科,专科,200
589,2019,湖南,文科,本科一批,553
590,2019,湖南,文科,本科二批,523
591,2019,湖南,文科,本科三批,495
592,2019,湖南,文科,专科,200
593,2019,广东,理科,普通本科批,390
594,2019,广东,理科,高分优先投档线,495
595,2019,广东,理科,地方专项计划,465
596,2019,广东,文科,普通本科批,455
597,2019,广东,文科,高分优先投档线,546
598,2019,广东,文科,地方专项计划,516
599,2019,重庆,理科,本科一批,525
600,2020,宁夏,文科,专科批,150
601,2020,江西,理科,本科一批,535
602,2020,江西,理科,本科二批,463
603,2020,江西,理科,专科批,150
604,2020,江西,文科,本科一批,547
605,2020,江西,文科,本科二批,488
606,2020,江西,文科,专科批,150
607,2019,北京,理科,普通本科批,423
608,2019,北京,理科,艺术类理科,295
609,2019,北京,理科,自主招生批,527
610,2019,北京,文科,普通本科批,480
611,2019,北京,文科,艺术类文科,335
612,2019,北京,文科,自主招生批,559
613,2019,天津,理科,普通本科批,400
614,2019,天津,文科,普通本科批,428
615,2019,辽宁,理科,普通本科批,369
616,2019,辽宁,理科,自主招生批,512
617,2019,辽宁,理科,专科,150
618,2019,辽宁,文科,普通本科批,482
619,2019,辽宁,文科,自主招生批,564
620,2019,辽宁,文科,专科,150
621,2019,吉林,理科,本科一批,530
622,2019,吉林,理科,本科二批,350
623,2019,吉林,文科,本科一批,544
624,2019,吉林,文科,本科二批,372
625,2019,黑龙江,理科,本科一批,477
626,2019,黑龙江,理科,本科二批,372
627,2019,黑龙江,文科,本科一批,500
628,2019,黑龙江,文科,本科二批,424
629,2019,上海,综合改革,普通本科批,403
630,2019,上海,综合改革,自主招生批,503
631,2019,江苏,理科,本科一批,345
632,2019,江苏,理科,本科二批,307
633,2019,江苏,文科,本科一批,339
634,2019,江苏,文科,本科二批,277
635,2019,浙江,综合改革,第一段,595
636,2019,浙江,综合改革,第二段,496
637,2019,浙江,综合改革,第三段,264
638,2019,安徽,理科,本科一批,496
639,2019,安徽,理科,本科二批,426
640,2019,安徽,理科,专科,200
641,2019,安徽,文科,本科一批,550
642,2019,安徽,文科,本科二批,504
643,2019,安徽,文科,专科,200
644,2019,福建,理科,本科一批,493
645,2019,福建,理科,本科二批,393
646,2019,福建,理科,专科,220
647,2019,福建,文科,本科一批,550
648,2019,福建,文科,本科二批,464
649,2019,福建,文科,专科,220
650,2019,山东,理科,普通本科批,443
651,2019,山东,理科,自主招生批,514
652,2019,山东,文科,普通本科批,503
653,2019,山东,文科,自主招生批,542
654,2019,湖北,理科,本科一批,505
655,2019,湖北,理科,本科二批,388
656,2019,湖北,理科,专科,200
657,2019,湖北,文科,本科一批,542
658,2019,湖北,文科,本科二批,445
659,2019,湖北,文科,专科,200
660,2019,湖南,理科,本科一批,500
661,2019,湖南,理科,本科二批,448
662,2019,湖南,理科,本科三批,414
663,2019,湖南,理科,专科,200
664,2019,湖南,文科,本科一批,553
665,2019,湖南,文科,本科二批,523
666,2019,湖南,文科,本科三批,495
667,2019,湖南,文科,专科,200
668,2019,广东,理科,普通本科批,390
669,2019,广东,理科,高分优先投档线,495
670,2019,广东,理科,地方专项计划,465
671,2019,广东,文科,普通本科批,455
672,2019,广东,文科,高分优先投档线,546
673,2019,广东,文科,地方专项计划,516
674,2019,重庆,理科,本科一批,525
675,2019,黑龙江,理科,本科一批,477
676,2019,黑龙江,理科,本科二批,372
677,2019,黑龙江,文科,本科一批,500
678,2019,黑龙江,文科,本科二批,424
679,2019,上海,综合改革,普通本科批,403
680,2019,上海,综合改革,自主招生批,503
681,2019,江苏,理科,本科一批,345
682,2019,江苏,理科,本科二批,307
683,2019,江苏,文科,本科一批,339
684,2019,江苏,文科,本科二批,277
685,2019,浙江,综合改革,第一段,595
686,2019,浙江,综合改革,第二段,496
687,2019,浙江,综合改革,第三段,264
688,2019,安徽,理科,本科一批,496
689,2019,安徽,理科,本科二批,426
690,2019,安徽,理科,专科,200
691,2019,安徽,文科,本科一批,550
692,2019,安徽,文科,本科二批,504
693,2019,安徽,文科,专科,200
694,2019,福建,理科,本科一批,493
695,2019,福建,理科,本科二批,393
696,2019,福建,理科,专科,220
697,2019,福建,文科,本科一批,550
698,2019,福建,文科,本科二批,464
699,2019,福建,文科,专科,220
700,2019,山东,理科,普通本科批,443
701,2019,山东,理科,自主招生批,514
702,2019,山东,文科,普通本科批,503
703,2019,山东,文科,自主招生批,542
704,2019,湖北,理科,本科一批,505
705,2019,湖北,理科,本科二批,388
706,2019,湖北,理科,专科,200
707,2019,湖北,文科,本科一批,542
708,2019,湖北,文科,本科二批,445
709,2019,湖北,文科,专科,200
710,2019,湖南,理科,本科一批,500
711,2019,湖南,理科,本科二批,448
