name,value,date
Elasticsearch,0.0,2012-11
Elasticsearch,0.0,2012-12
Elasticsearch,0.0,2013-01
Elasticsearch,7.397,2013-02
Elasticsearch,6.7589999999999995,2013-03
Elasticsearch,8.315,2013-04
Elasticsearch,8.541,2013-05
Elasticsearch,9.515,2013-06
Elasticsearch,10.642000000000001,2013-07
Elasticsearch,11.774000000000001,2013-08
Elasticsearch,13.762,2013-09
Elasticsearch,12.97,2013-10
Elasticsearch,12.895999999999999,2013-11
Elasticsearch,17.12,2013-12
Elasticsearch,17.57,2014-01
Elasticsearch,23.379,2014-02
Elasticsearch,26.171999999999997,2014-03
Elasticsearch,29.798000000000002,2014-04
Elasticsearch,32.064,2014-05
Elasticsearch,33.95,2014-06
Elasticsearch,36.586999999999996,2014-07
Elasticsearch,38.798,2014-08
Elasticsearch,41.516000000000005,2014-09
Elasticsearch,42.821000000000005,2014-10
Elasticsearch,43.065,2014-11
Elasticsearch,45.896,2014-12
Elasticsearch,49.038000000000004,2015-01
Elasticsearch,52.836000000000006,2015-02
Elasticsearch,58.924,2015-03
Elasticsearch,64.663,2015-04
Elasticsearch,64.835,2015-05
Elasticsearch,70.09100000000001,2015-06
Elasticsearch,70.157,2015-07
Elasticsearch,69.641,2015-08
Elasticsearch,71.55,2015-09
Elasticsearch,70.227,2015-10
Elasticsearch,74.773,2015-11
Elasticsearch,76.566,2015-12
Elasticsearch,77.212,2016-01
Elasticsearch,77.842,2016-02
Elasticsearch,80.167,2016-03
Elasticsearch,82.579,2016-04
Elasticsearch,86.31299999999999,2016-05
Elasticsearch,87.414,2016-06
Elasticsearch,88.62100000000001,2016-07
Elasticsearch,92.48700000000001,2016-08
Elasticsearch,96.477,2016-09
Elasticsearch,99.117,2016-10
Elasticsearch,102.57700000000001,2016-11
Elasticsearch,103.272,2016-12
Elasticsearch,106.169,2017-01
Elasticsearch,108.309,2017-02
Elasticsearch,106.225,2017-03
Elasticsearch,105.669,2017-04
Elasticsearch,108.82,2017-05
Elasticsearch,111.557,2017-06
Elasticsearch,115.978,2017-07
Elasticsearch,117.646,2017-08
Elasticsearch,119.99799999999999,2017-09
Elasticsearch,120.23299999999999,2017-10
Elasticsearch,119.413,2017-11
Elasticsearch,119.781,2017-12
Elasticsearch,122.552,2018-01
Elasticsearch,125.31700000000001,2018-02
Elasticsearch,128.54399999999998,2018-03
Elasticsearch,131.356,2018-04
Elasticsearch,130.439,2018-05
Elasticsearch,131.041,2018-06
Elasticsearch,136.224,2018-07
Elasticsearch,138.119,2018-08
Elasticsearch,142.606,2018-09
Elasticsearch,142.327,2018-10
Elasticsearch,143.46,2018-11
Elasticsearch,144.704,2018-12
Elasticsearch,143.441,2019-01
Elasticsearch,145.249,2019-02
Elasticsearch,142.789,2019-03
Elasticsearch,145.999,2019-04
Elasticsearch,148.619,2019-05
Elasticsearch,148.82299999999998,2019-06
Elasticsearch,148.814,2019-07
Elasticsearch,149.085,2019-08
Elasticsearch,149.27100000000002,2019-09
Elasticsearch,150.173,2019-10
Elasticsearch,148.40200000000002,2019-11
Elasticsearch,150.252,2019-12
Splunk,0.0,2012-11
Splunk,0.0,2012-12
Splunk,0.0,2013-01
Splunk,0.0,2013-02
Splunk,0.0,2013-03
Splunk,0.0,2013-04
Splunk,0.0,2013-05
Splunk,0.0,2013-06
Splunk,0.0,2013-07
Splunk,0.0,2013-08
Splunk,0.0,2013-09
Splunk,0.0,2013-10
Splunk,0.0,2013-11
Splunk,0.0,2013-12
Splunk,0.0,2014-01
Splunk,20.613000000000003,2014-02
Splunk,22.432,2014-03
Splunk,22.515,2014-04
Splunk,24.684,2014-05
Splunk,25.678,2014-06
Splunk,26.02,2014-07
Splunk,27.609,2014-08
Splunk,29.763,2014-09
Splunk,32.046,2014-10
Splunk,32.168,2014-11
Splunk,31.471,2014-12
Splunk,33.073,2015-01
Splunk,35.635,2015-02
Splunk,35.724000000000004,2015-03
Splunk,38.025999999999996,2015-04
Splunk,40.722,2015-05
Splunk,41.24100000000001,2015-06
Splunk,41.647,2015-07
Splunk,42.198,2015-08
Splunk,42.224,2015-09
Splunk,43.501000000000005,2015-10
Splunk,44.611999999999995,2015-11
Splunk,43.857,2015-12
Splunk,43.12,2016-01
Splunk,42.826,2016-02
Splunk,43.73,2016-03
Splunk,42.35,2016-04
Splunk,44.31,2016-05
Splunk,45.228,2016-06
Splunk,46.647,2016-07
Splunk,48.905,2016-08
Splunk,51.288000000000004,2016-09
Splunk,53.001000000000005,2016-10
Splunk,54.727,2016-11
Splunk,54.918,2016-12
Splunk,55.49100000000001,2017-01
Splunk,56.03,2017-02
Splunk,54.085,2017-03
Splunk,55.504,2017-04
Splunk,56.695,2017-05
Splunk,57.519,2017-06
Splunk,60.29600000000001,2017-07
Splunk,61.463,2017-08
Splunk,62.571999999999996,2017-09
Splunk,64.354,2017-10
Splunk,64.869,2017-11
Splunk,63.792,2017-12
Splunk,64.002,2018-01
Splunk,67.267,2018-02
Splunk,65.666,2018-03
