name,rank,point,date
Beijing Guoan,292,1497,2019-11
Beijing Guoan,286,1501,2019-12
Beijing Guoan,285,1501,Today
Al Ahli,2449,1249,2010-1
Al Ahli,2486,1242,2010-2
Al Ahli,2494,1239,2010-3
Al Ahli,1843,1258,2010-4
Al Ahli,1880,1251,2010-5
Al Ahli,1879,1251,2010-6
Al Ahli,1882,1251,2010-7
Al Ahli,2419,1249,2010-8
Al Ahli,1841,1257,2010-9
Al Ahli,1830,1258,2010-10
Al Ahli,1822,1258,2010-11
Al Ahli,1826,1257,2010-12
Al Ahli,1822,1257,2011-1
Al Ahli,1827,1258,2011-2
Al Ahli,1836,1255,2011-3
Al Ahli,1854,1254,2011-4
Al Ahli,2368,1249,2011-5
Al Ahli,2364,1250,2011-6
Al Ahli,2354,1250,2011-7
Al Ahli,2334,1250,2011-8
Al Ahli,2334,1250,2011-9
Al Ahli,2330,1249,2011-10
Al Ahli,2366,1246,2011-11
Al Ahli,2336,1248,2011-12
Al Ahli,1845,1254,2012-1
Al Ahli,2317,1250,2012-2
Al Ahli,1868,1250,2012-3
Al Ahli,1819,1256,2012-4
Al Ahli,1726,1270,2012-5
Al Ahli,1730,1270,2012-6
Al Ahli,1729,1270,2012-7
Al Ahli,1725,1270,2012-8
Al Ahli,1692,1274,2012-9
Al Ahli,1632,1283,2012-10
Al Ahli,1554,1294,2012-11
Al Ahli,1536,1297,2012-12
Al Ahli,1524,1299,2013-1
Al Ahli,1517,1299,2013-2
Al Ahli,1198,1308,2013-3
Al Ahli,1126,1319,2013-4
Al Ahli,1148,1316,2013-5
Al Ahli,1142,1316,2013-6
Al Ahli,1146,1316,2013-7
Al Ahli,1142,1316,2013-8
Al Ahli,1092,1326,2013-9
Al Ahli,1063,1332,2013-10
Al Ahli,1039,1335,2013-11
Al Ahli,1019,1338,2013-12
Al Ahli,978,1345,2014-1
Al Ahli,814,1361,2014-2
Al Ahli,730,1380,2014-3
Al Ahli,694,1387,2014-4
Al Ahli,674,1393,2014-5
Al Ahli,675,1393,2014-6
Al Ahli,676,1393,2014-7
Al Ahli,669,1393,2014-8
Al Ahli,661,1392,2014-9
Al Ahli,647,1395,2014-10
Al Ahli,669,1391,2014-11
Al Ahli,659,1392,2014-12
Al Ahli,659,1392,2015-1
Al Ahli,696,1386,2015-2
Al Ahli,721,1382,2015-3
Al Ahli,655,1393,2015-4
Al Ahli,589,1406,2015-5
Al Ahli,588,1406,2015-6
Al Ahli,592,1406,2015-7
Al Ahli,528,1423,2015-8
Al Ahli,457,1442,2015-9
Al Ahli,367,1467,2015-10
Al Ahli,363,1468,2015-11
Al Ahli,357,1469,2015-12
Al Ahli,356,1471,2016-1
Al Ahli,340,1476,2016-2
Al Ahli,328,1480,2016-3
Al Ahli,323,1486,2016-4
Al Ahli,318,1487,2016-5
Al Ahli,319,1487,2016-6
Al Ahli,317,1487,2016-7
Al Ahli,312,1487,2016-8
Al Ahli,304,1490,2016-9
Al Ahli,299,1492,2016-10
Al Ahli,310,1487,2016-11
Al Ahli,292,1492,2016-12
Al Ahli,289,1493,2017-1
Al Ahli,279,1497,2017-2
Al Ahli,280,1496,2017-3
Al Ahli,246,1508,2017-4
Al Ahli,234,1521,2017-5
Al Ahli,247,1506,2017-6
Al Ahli,244,1506,2017-7
Al Ahli,251,1506,2017-8
Al Ahli,254,1507,2017-9
Al Ahli,261,1506,2017-10
Al Ahli,261,1504,2017-11
Al Ahli,285,1497,2017-12
Al Ahli,292,1491,2018-1
Al Ahli,290,1490,2018-2
Al Ahli,289,1492,2018-3
Al Ahli,304,1488,2018-4
Al Ahli,301,1488,2018-5
Al Ahli,300,1488,2018-6
Al Ahli,300,1488,2018-7
Al Ahli,308,1485,2018-8
Al Ahli,315,1481,2018-9
Al Ahli,306,1484,2018-10
Al Ahli,297,1489,2018-11
Al Ahli,302,1486,2018-12
Al Ahli,298,1486,2019-1
Al Ahli,301,1486,2019-2
Al Ahli,301,1487,2019-3
Al Ahli,297,1490,2019-4
Al Ahli,305,1489,2019-5
Al Ahli,307,1489,2019-6
Al Ahli,303,1489,2019-7
Al Ahli,305,1489,2019-8
Al Ahli,295,1493,2019-9
Al Ahli,301,1492,2019-10
Al Ahli,296,1494,2019-11
Al Ahli,293,1497,2019-12
Al Ahli,287,1501,Today
Sanfrecce Hiroshima,530,1422,2010-1
Sanfrecce Hiroshima,558,1412,2010-2
Sanfrecce Hiroshima,543,1416,2010-3
Sanfrecce Hiroshima,526,1424,2010-4
Sanfrecce Hiroshima,535,1421,2010-5
Sanfrecce Hiroshima,536,1421,2010-6
Sanfrecce Hiroshima,533,1422,2010-7
Sanfrecce Hiroshima,552,1415,2010-8
Sanfrecce Hiroshima,550,1416,2010-9
Sanfrecce Hiroshima,548,1420,2010-10
Sanfrecce Hiroshima,533,1424,2010-11
Sanfrecce Hiroshima,546,1421,2010-12
Sanfrecce Hiroshima,547,1421,2011-1
Sanfrecce Hiroshima,544,1421,2011-2
Sanfrecce Hiroshima,540,1419,2011-3
Sanfrecce Hiroshima,519,1428,2011-4
Sanfrecce Hiroshima,503,1434,2011-5
Sanfrecce Hiroshima,516,1430,2011-6
Sanfrecce Hiroshima,540,1422,2011-7
Sanfrecce Hiroshima,548,1419,2011-8
Sanfrecce Hiroshima,563,1415,2011-9
Sanfrecce Hiroshima,576,1410,2011-10
Sanfrecce Hiroshima,589,1408,2011-11
Sanfrecce Hiroshima,570,1415,2011-12
Sanfrecce Hiroshima,570,1415,2012-1
Sanfrecce Hiroshima,562,1415,2012-2
Sanfrecce Hiroshima,532,1426,2012-3
Sanfrecce Hiroshima,480,1439,2012-4
Sanfrecce Hiroshima,469,1442,2012-5
Sanfrecce Hiroshima,398,1452,2012-6
Sanfrecce Hiroshima,368,1463,2012-7
Sanfrecce Hiroshima,384,1460,2012-8
Sanfrecce Hiroshima,334,1475,2012-9
Sanfrecce Hiroshima,351,1470,2012-10
Sanfrecce Hiroshima,351,1470,2012-11
Sanfrecce Hiroshima,293,1491,2012-12
Sanfrecce Hiroshima,302,1491,2013-1
Sanfrecce Hiroshima,340,1477,2013-2
Sanfrecce Hiroshima,336,1476,2013-3
Sanfrecce Hiroshima,341,1474,2013-4
Sanfrecce Hiroshima,333,1478,2013-5
Sanfrecce Hiroshima,326,1478,2013-6
Sanfrecce Hiroshima,243,1502,2013-7
Sanfrecce Hiroshima,340,1477,2013-8
Sanfrecce Hiroshima,324,1481,2013-9
Sanfrecce Hiroshima,317,1484,2013-10
Sanfrecce Hiroshima,317,1482,2013-11
Sanfrecce Hiroshima,299,1491,2013-12
Sanfrecce Hiroshima,301,1491,2014-1
Sanfrecce Hiroshima,305,1488,2014-2
Sanfrecce Hiroshima,303,1489,2014-3
Sanfrecce Hiroshima,243,1503,2014-4
Sanfrecce Hiroshima,322,1484,2014-5
Sanfrecce Hiroshima,319,1484,2014-6
Sanfrecce Hiroshima,331,1479,2014-7
Sanfrecce Hiroshima,352,1473,2014-8
Sanfrecce Hiroshima,389,1464,2014-9
Sanfrecce Hiroshima,339,1474,2014-10
Sanfrecce Hiroshima,379,1465,2014-11
Sanfrecce Hiroshima,365,1469,2014-12
Sanfrecce Hiroshima,365,1469,2015-1
Sanfrecce Hiroshima,360,1469,2015-2
Sanfrecce Hiroshima,338,1474,2015-3
Sanfrecce Hiroshima,328,1476,2015-4
Sanfrecce Hiroshima,323,1483,2015-5
Sanfrecce Hiroshima,300,1491,2015-6
Sanfrecce Hiroshima,213,1518,2015-7
Sanfrecce Hiroshima,231,1511,2015-8
Sanfrecce Hiroshima,217,1518,2015-9
Sanfrecce Hiroshima,203,1520,2015-10
Sanfrecce Hiroshima,186,1533,2015-11
Sanfrecce Hiroshima,111,1583,2015-12
Sanfrecce Hiroshima,108,1583,2016-1
Sanfrecce Hiroshima,133,1564,2016-2
Sanfrecce Hiroshima,135,1564,2016-3
Sanfrecce Hiroshima,141,1563,2016-4
Sanfrecce Hiroshima,141,1561,2016-5
Sanfrecce Hiroshima,138,1564,2016-6
Sanfrecce Hiroshima,149,1556,2016-7
Sanfrecce Hiroshima,147,1558,2016-8
Sanfrecce Hiroshima,165,1547,2016-9
Sanfrecce Hiroshima,188,1535,2016-10
Sanfrecce Hiroshima,185,1539,2016-11
Sanfrecce Hiroshima,195,1539,2016-12
Sanfrecce Hiroshima,194,1539,2017-1
Sanfrecce Hiroshima,195,1535,2017-2
Sanfrecce Hiroshima,244,1513,2017-3
Sanfrecce Hiroshima,276,1495,2017-4
Sanfrecce Hiroshima,312,1485,2017-5
Sanfrecce Hiroshima,365,1461,2017-6
Sanfrecce Hiroshima,400,1453,2017-7
Sanfrecce Hiroshima,406,1454,2017-8
Sanfrecce Hiroshima,374,1459,2017-9
Sanfrecce Hiroshima,432,1443,2017-10
Sanfrecce Hiroshima,399,1452,2017-11
Sanfrecce Hiroshima,422,1449,2017-12
Sanfrecce Hiroshima,422,1449,2018-1
Sanfrecce Hiroshima,411,1451,2018-2
Sanfrecce Hiroshima,350,1464,2018-3
Sanfrecce Hiroshima,294,1491,2018-4
Sanfrecce Hiroshima,281,1494,2018-5
Sanfrecce Hiroshima,279,1494,2018-6
Sanfrecce Hiroshima,304,1487,2018-7
Sanfrecce Hiroshima,286,1491,2018-8
Sanfrecce Hiroshima,323,1479,2018-9
Sanfrecce Hiroshima,371,1459,2018-10
Sanfrecce Hiroshima,449,1439,2018-11
Sanfrecce Hiroshima,452,1439,2018-12
Sanfrecce Hiroshima,447,1439,2019-1
Sanfrecce Hiroshima,459,1437,2019-2
Sanfrecce Hiroshima,414,1448,2019-3
Sanfrecce Hiroshima,350,1466,2019-4
Sanfrecce Hiroshima,319,1479,2019-5
Sanfrecce Hiroshima,316,1484,2019-6
Sanfrecce Hiroshima,289,1493,2019-7
Sanfrecce Hiroshima,272,1504,2019-8
Sanfrecce Hiroshima,289,1494,2019-9
Sanfrecce Hiroshima,282,1502,2019-10
Sanfrecce Hiroshima,301,1492,2019-11
Sanfrecce Hiroshima,300,1494,2019-12
Sanfrecce Hiroshima,297,1494,Today
Shandong Luneng,514,1426,2010-1
Shandong Luneng,487,1436,2010-2
Shandong Luneng,565,1409,2010-3
Shandong Luneng,545,1417,2010-4
Shandong Luneng,556,1412,2010-5
Shandong Luneng,556,1412,2010-6
Shandong Luneng,523,1425,2010-7
Shandong Luneng,492,1435,2010-8
Shandong Luneng,456,1445,2010-9
Shandong Luneng,450,1447,2010-10
Shandong Luneng,396,1451,2010-11
Shandong Luneng,399,1451,2010-12
Shandong Luneng,404,1451,2011-1
Shandong Luneng,398,1451,2011-2
Shandong Luneng,383,1458,2011-3
Shandong Luneng,382,1459,2011-4
Shandong Luneng,458,1447,2011-5
Shandong Luneng,394,1455,2011-6
Shandong Luneng,377,1459,2011-7
Shandong Luneng,483,1441,2011-8
Shandong Luneng,514,1431,2011-9
Shandong Luneng,518,1429,2011-10
Shandong Luneng,499,1432,2011-11
Shandong Luneng,511,1432,2011-12
Shandong Luneng,507,1432,2012-1
Shandong Luneng,503,1432,2012-2
Shandong Luneng,518,1428,2012-3
Shandong Luneng,533,1424,2012-4
Shandong Luneng,598,1407,2012-5
Shandong Luneng,623,1402,2012-6
Shandong Luneng,645,1400,2012-7
Shandong Luneng,644,1397,2012-8
Shandong Luneng,654,1397,2012-9
Shandong Luneng,679,1393,2012-10
Shandong Luneng,652,1396,2012-11
Shandong Luneng,660,1396,2012-12
Shandong Luneng,657,1396,2013-1
Shandong Luneng,655,1396,2013-2
Shandong Luneng,583,1410,2013-3
Shandong Luneng,564,1413,2013-4
Shandong Luneng,505,1427,2013-5
Shandong Luneng,560,1415,2013-6
Shandong Luneng,539,1420,2013-7
Shandong Luneng,535,1421,2013-8
Shandong Luneng,480,1437,2013-9
Shandong Luneng,531,1423,2013-10
Shandong Luneng,501,1433,2013-11
Shandong Luneng,502,1433,2013-12
Shandong Luneng,497,1433,2014-1
Shandong Luneng,503,1433,2014-2
Shandong Luneng,408,1456,2014-3
Shandong Luneng,469,1441,2014-4
Shandong Luneng,498,1431,2014-5
Shandong Luneng,503,1431,2014-6
Shandong Luneng,524,1423,2014-7
Shandong Luneng,542,1418,2014-8
Shandong Luneng,505,1432,2014-9
Shandong Luneng,508,1430,2014-10
Shandong Luneng,500,1432,2014-11
Shandong Luneng,504,1432,2014-12
Shandong Luneng,502,1432,2015-1
Shandong Luneng,477,1437,2015-2
Shandong Luneng,513,1425,2015-3
Shandong Luneng,513,1426,2015-4
Shandong Luneng,481,1436,2015-5
Shandong Luneng,481,1436,2015-6
Shandong Luneng,406,1455,2015-7
Shandong Luneng,446,1448,2015-8
Shandong Luneng,446,1448,2015-9
Shandong Luneng,404,1458,2015-10
Shandong Luneng,408,1458,2015-11
Shandong Luneng,398,1458,2015-12
Shandong Luneng,397,1458,2016-1
Shandong Luneng,345,1474,2016-2
Shandong Luneng,382,1463,2016-3
Shandong Luneng,415,1454,2016-4
Shandong Luneng,498,1431,2016-5
Shandong Luneng,515,1426,2016-6
Shandong Luneng,568,1413,2016-7
Shandong Luneng,538,1421,2016-8
Shandong Luneng,540,1420,2016-9
Shandong Luneng,578,1411,2016-10
Shandong Luneng,577,1411,2016-11
Shandong Luneng,582,1411,2016-12
Shandong Luneng,580,1411,2017-1
Shandong Luneng,581,1411,2017-2
Shandong Luneng,530,1421,2017-3
Shandong Luneng,503,1426,2017-4
Shandong Luneng,501,1429,2017-5
Shandong Luneng,500,1426,2017-6
Shandong Luneng,455,1438,2017-7
Shandong Luneng,446,1440,2017-8
Shandong Luneng,495,1429,2017-9
Shandong Luneng,520,1423,2017-10
Shandong Luneng,494,1426,2017-11
Shandong Luneng,496,1426,2017-12
Shandong Luneng,496,1426,2018-1
Shandong Luneng,504,1426,2018-2
Shandong Luneng,449,1441,2018-3
Shandong Luneng,441,1441,2018-4
Shandong Luneng,433,1445,2018-5
Shandong Luneng,432,1445,2018-6
Shandong Luneng,407,1451,2018-7
Shandong Luneng,386,1457,2018-8
Shandong Luneng,372,1462,2018-9
Shandong Luneng,353,1463,2018-10
Shandong Luneng,335,1469,2018-11
Shandong Luneng,338,1469,2018-12
Shandong Luneng,338,1469,2019-1
Shandong Luneng,344,1469,2019-2
Shandong Luneng,322,1477,2019-3
Shandong Luneng,327,1474,2019-4
Shandong Luneng,312,1484,2019-5
Shandong Luneng,310,1487,2019-6
Shandong Luneng,317,1484,2019-7
Shandong Luneng,323,1476,2019-8
Shandong Luneng,317,1481,2019-9
Shandong Luneng,310,1488,2019-10
Shandong Luneng,300,1493,2019-11
Shandong Luneng,314,1489,2019-12
Shandong Luneng,310,1489,Today
Sepahan,65,1591,2010-1
Sepahan,67,1588,2010-2
Sepahan,74,1584,2010-3
Sepahan,96,1571,2010-4
Sepahan,98,1569,2010-5
Sepahan,97,1569,2010-6
Sepahan,104,1566,2010-7
Sepahan,126,1556,2010-8
Sepahan,128,1556,2010-9
Sepahan,120,1561,2010-10
Sepahan,110,1569,2010-11
Sepahan,112,1566,2010-12
Sepahan,113,1565,2011-1
Sepahan,103,1569,2011-2
Sepahan,76,1594,2011-3
Sepahan,79,1592,2011-4
Sepahan,74,1600,2011-5
Sepahan,75,1600,2011-6
Sepahan,73,1600,2011-7
Sepahan,80,1592,2011-8
Sepahan,76,1602,2011-9
Sepahan,80,1595,2011-10
Sepahan,84,1597,2011-11
Sepahan,77,1595,2011-12
Sepahan,74,1597,2012-1
Sepahan,69,1604,2012-2
Sepahan,79,1600,2012-3
Sepahan,79,1599,2012-4
Sepahan,68,1613,2012-5
Sepahan,68,1613,2012-6
Sepahan,68,1615,2012-7
Sepahan,83,1603,2012-8
Sepahan,80,1602,2012-9
Sepahan,111,1574,2012-10
Sepahan,114,1570,2012-11
Sepahan,135,1554,2012-12
Sepahan,126,1562,2013-1
Sepahan,123,1567,2013-2
Sepahan,121,1570,2013-3
Sepahan,136,1553,2013-4
Sepahan,148,1549,2013-5
Sepahan,151,1549,2013-6
Sepahan,147,1553,2013-7
Sepahan,161,1543,2013-8
Sepahan,140,1553,2013-9
Sepahan,164,1540,2013-10
Sepahan,164,1539,2013-11
Sepahan,151,1543,2013-12
Sepahan,153,1541,2014-1
Sepahan,177,1534,2014-2
Sepahan,185,1525,2014-3
Sepahan,163,1537,2014-4
Sepahan,162,1537,2014-5
Sepahan,162,1537,2014-6
Sepahan,162,1537,2014-7
Sepahan,169,1537,2014-8
Sepahan,167,1534,2014-9
Sepahan,176,1532,2014-10
Sepahan,184,1532,2014-11
Sepahan,174,1537,2014-12
Sepahan,178,1533,2015-1
Sepahan,177,1534,2015-2
Sepahan,184,1529,2015-3
Sepahan,182,1531,2015-4
Sepahan,170,1543,2015-5
Sepahan,167,1543,2015-6
Sepahan,165,1544,2015-7
Sepahan,147,1556,2015-8
Sepahan,160,1547,2015-9
Sepahan,196,1527,2015-10
Sepahan,202,1523,2015-11
Sepahan,222,1515,2015-12
Sepahan,225,1515,2016-1
Sepahan,258,1503,2016-2
Sepahan,354,1471,2016-3
Sepahan,382,1463,2016-4
Sepahan,495,1432,2016-5
Sepahan,495,1432,2016-6
Sepahan,522,1424,2016-7
Sepahan,502,1431,2016-8
Sepahan,528,1424,2016-9
Sepahan,532,1422,2016-10
Sepahan,534,1420,2016-11
Sepahan,507,1428,2016-12
Sepahan,503,1429,2017-1
Sepahan,595,1407,2017-2
Sepahan,574,1411,2017-3
Sepahan,480,1432,2017-4
Sepahan,495,1430,2017-5
Sepahan,489,1430,2017-6
Sepahan,495,1427,2017-7
Sepahan,516,1423,2017-8
Sepahan,558,1414,2017-9
Sepahan,571,1410,2017-10
Sepahan,567,1411,2017-11
Sepahan,553,1413,2017-12
Sepahan,654,1396,2018-1
Sepahan,620,1402,2018-2
Sepahan,600,1405,2018-3
Sepahan,687,1392,2018-4
Sepahan,682,1392,2018-5
Sepahan,678,1392,2018-6
Sepahan,687,1390,2018-7
Sepahan,612,1405,2018-8
Sepahan,550,1417,2018-9
Sepahan,509,1427,2018-10
Sepahan,472,1434,2018-11
Sepahan,478,1435,2018-12
Sepahan,471,1435,2019-1
Sepahan,433,1443,2019-2
Sepahan,447,1441,2019-3
Sepahan,407,1449,2019-4
Sepahan,391,1455,2019-5
Sepahan,390,1455,2019-6
Sepahan,391,1455,2019-7
Sepahan,366,1464,2019-8
Sepahan,343,1472,2019-9
Sepahan,331,1479,2019-10
Sepahan,320,1484,2019-11
Sepahan,330,1481,2019-12
Sepahan,330,1481,Today
Cerezo Osaka,221,1500,2010-1
Cerezo Osaka,227,1500,2010-2
Cerezo Osaka,327,1479,2010-3
Cerezo Osaka,326,1478,2010-4
Cerezo Osaka,313,1484,2010-5
Cerezo Osaka,315,1484,2010-6
Cerezo Osaka,280,1499,2010-7
Cerezo Osaka,203,1513,2010-8
Cerezo Osaka,226,1505,2010-9
Cerezo Osaka,297,1493,2010-10
Cerezo Osaka,222,1508,2010-11
Cerezo Osaka,211,1511,2010-12
Cerezo Osaka,208,1511,2011-1
Cerezo Osaka,212,1511,2011-2
Cerezo Osaka,232,1502,2011-3
Cerezo Osaka,239,1500,2011-4
Cerezo Osaka,197,1520,2011-5
Cerezo Osaka,200,1515,2011-6
Cerezo Osaka,237,1502,2011-7
Cerezo Osaka,243,1501,2011-8
Cerezo Osaka,230,1506,2011-9
Cerezo Osaka,300,1493,2011-10
Cerezo Osaka,337,1475,2011-11
Cerezo Osaka,330,1478,2011-12
Cerezo Osaka,328,1478,2012-1
Cerezo Osaka,326,1478,2012-2
Cerezo Osaka,329,1479,2012-3
Cerezo Osaka,327,1477,2012-4
Cerezo Osaka,368,1465,2012-5
Cerezo Osaka,458,1444,2012-6
Cerezo Osaka,492,1434,2012-7
Cerezo Osaka,474,1439,2012-8
Cerezo Osaka,457,1444,2012-9
Cerezo Osaka,450,1445,2012-10
Cerezo Osaka,508,1429,2012-11
Cerezo Osaka,512,1428,2012-12
Cerezo Osaka,508,1428,2013-1
Cerezo Osaka,515,1428,2013-2
Cerezo Osaka,486,1437,2013-3
Cerezo Osaka,522,1424,2013-4
Cerezo Osaka,460,1444,2013-5
Cerezo Osaka,463,1444,2013-6
Cerezo Osaka,457,1444,2013-7
Cerezo Osaka,415,1452,2013-8
Cerezo Osaka,395,1456,2013-9
Cerezo Osaka,400,1454,2013-10
Cerezo Osaka,399,1458,2013-11
Cerezo Osaka,356,1469,2013-12
Cerezo Osaka,355,1469,2014-1
Cerezo Osaka,342,1472,2014-2
Cerezo Osaka,325,1480,2014-3
Cerezo Osaka,367,1465,2014-4
Cerezo Osaka,381,1462,2014-5
Cerezo Osaka,382,1462,2014-6
Cerezo Osaka,454,1446,2014-7
Cerezo Osaka,504,1432,2014-8
Cerezo Osaka,508,1431,2014-9
Cerezo Osaka,533,1423,2014-10
Cerezo Osaka,600,1404,2014-11
Cerezo Osaka,638,1397,2014-12
Cerezo Osaka,639,1397,2015-1
Cerezo Osaka,642,1397,2015-2
Cerezo Osaka,644,1397,2015-3
Cerezo Osaka,640,1397,2015-4
Cerezo Osaka,638,1397,2015-5
Cerezo Osaka,639,1397,2015-6
Cerezo Osaka,644,1397,2015-7
Cerezo Osaka,643,1397,2015-8
Cerezo Osaka,654,1397,2015-9
Cerezo Osaka,644,1397,2015-10
Cerezo Osaka,641,1397,2015-11
Cerezo Osaka,650,1397,2015-12
Cerezo Osaka,645,1397,2016-1
Cerezo Osaka,646,1397,2016-2
Cerezo Osaka,645,1397,2016-3
Cerezo Osaka,639,1397,2016-4
Cerezo Osaka,651,1397,2016-5
Cerezo Osaka,650,1397,2016-6
Cerezo Osaka,646,1397,2016-7
Cerezo Osaka,642,1397,2016-8
Cerezo Osaka,644,1397,2016-9
Cerezo Osaka,645,1397,2016-10
Cerezo Osaka,651,1397,2016-11
Cerezo Osaka,655,1397,2016-12
Cerezo Osaka,660,1397,2017-1
Cerezo Osaka,658,1395,2017-2
Cerezo Osaka,656,1395,2017-3
Cerezo Osaka,535,1418,2017-4
Cerezo Osaka,450,1439,2017-5
Cerezo Osaka,425,1447,2017-6
Cerezo Osaka,374,1459,2017-7
Cerezo Osaka,410,1451,2017-8
Cerezo Osaka,439,1442,2017-9
Cerezo Osaka,398,1453,2017-10
Cerezo Osaka,344,1469,2017-11
Cerezo Osaka,361,1463,2017-12
Cerezo Osaka,362,1463,2018-1
Cerezo Osaka,330,1473,2018-2
Cerezo Osaka,381,1456,2018-3
Cerezo Osaka,341,1470,2018-4
Cerezo Osaka,315,1483,2018-5
Cerezo Osaka,316,1483,2018-6
Cerezo Osaka,368,1464,2018-7
Cerezo Osaka,358,1466,2018-8
Cerezo Osaka,368,1463,2018-9
Cerezo Osaka,367,1460,2018-10
Cerezo Osaka,431,1445,2018-11
Cerezo Osaka,400,1451,2018-12
Cerezo Osaka,400,1451,2019-1
Cerezo Osaka,388,1454,2019-2
Cerezo Osaka,439,1443,2019-3
Cerezo Osaka,494,1430,2019-4
Cerezo Osaka,435,1443,2019-5
Cerezo Osaka,386,1455,2019-6
Cerezo Osaka,378,1459,2019-7
Cerezo Osaka,384,1459,2019-8
Cerezo Osaka,330,1475,2019-9
Cerezo Osaka,343,1475,2019-10
Cerezo Osaka,355,1471,2019-11
Cerezo Osaka,339,1477,2019-12
Cerezo Osaka,338,1477,Today
Urawa Red Diamonds,1117,1325,2010-1
Urawa Red Diamonds,1113,1325,2010-2
Urawa Red Diamonds,1059,1336,2010-3
Urawa Red Diamonds,808,1350,2010-4
Urawa Red Diamonds,1012,1349,2010-5
Urawa Red Diamonds,1011,1349,2010-6
Urawa Red Diamonds,1028,1345,2010-7
Urawa Red Diamonds,1002,1347,2010-8
Urawa Red Diamonds,778,1359,2010-9
Urawa Red Diamonds,766,1362,2010-10
Urawa Red Diamonds,730,1371,2010-11
Urawa Red Diamonds,783,1357,2010-12
Urawa Red Diamonds,791,1357,2011-1
Urawa Red Diamonds,795,1357,2011-2
Urawa Red Diamonds,820,1353,2011-3
Urawa Red Diamonds,790,1360,2011-4
Urawa Red Diamonds,1010,1348,2011-5
Urawa Red Diamonds,856,1351,2011-6
Urawa Red Diamonds,750,1372,2011-7
Urawa Red Diamonds,791,1363,2011-8
Urawa Red Diamonds,827,1356,2011-9
Urawa Red Diamonds,843,1354,2011-10
Urawa Red Diamonds,1006,1348,2011-11
Urawa Red Diamonds,1043,1340,2011-12
Urawa Red Diamonds,1044,1340,2012-1
Urawa Red Diamonds,1037,1340,2012-2
Urawa Red Diamonds,995,1347,2012-3
Urawa Red Diamonds,785,1367,2012-4
Urawa Red Diamonds,784,1367,2012-5
Urawa Red Diamonds,748,1376,2012-6
Urawa Red Diamonds,703,1386,2012-7
Urawa Red Diamonds,660,1395,2012-8
Urawa Red Diamonds,662,1395,2012-9
Urawa Red Diamonds,719,1383,2012-10
Urawa Red Diamonds,731,1379,2012-11
Urawa Red Diamonds,707,1387,2012-12
Urawa Red Diamonds,705,1387,2013-1
Urawa Red Diamonds,728,1381,2013-2
Urawa Red Diamonds,553,1418,2013-3
Urawa Red Diamonds,557,1416,2013-4
Urawa Red Diamonds,416,1451,2013-5
Urawa Red Diamonds,418,1451,2013-6
Urawa Red Diamonds,455,1445,2013-7
Urawa Red Diamonds,414,1452,2013-8
Urawa Red Diamonds,461,1443,2013-9
Urawa Red Diamonds,387,1459,2013-10
Urawa Red Diamonds,478,1441,2013-11
Urawa Red Diamonds,510,1430,2013-12
Urawa Red Diamonds,508,1430,2014-1
Urawa Red Diamonds,510,1430,2014-2
Urawa Red Diamonds,504,1431,2014-3
Urawa Red Diamonds,447,1447,2014-4
Urawa Red Diamonds,384,1461,2014-5
Urawa Red Diamonds,384,1461,2014-6
Urawa Red Diamonds,362,1468,2014-7
Urawa Red Diamonds,358,1470,2014-8
Urawa Red Diamonds,310,1487,2014-9
Urawa Red Diamonds,325,1479,2014-10
Urawa Red Diamonds,338,1476,2014-11
Urawa Red Diamonds,362,1469,2014-12
Urawa Red Diamonds,361,1469,2015-1
Urawa Red Diamonds,370,1464,2015-2
Urawa Red Diamonds,403,1454,2015-3
Urawa Red Diamonds,379,1463,2015-4
Urawa Red Diamonds,283,1495,2015-5
Urawa Red Diamonds,250,1501,2015-6
Urawa Red Diamonds,312,1488,2015-7
Urawa Red Diamonds,306,1490,2015-8
Urawa Red Diamonds,241,1506,2015-9
Urawa Red Diamonds,236,1506,2015-10
Urawa Red Diamonds,239,1508,2015-11
Urawa Red Diamonds,238,1508,2015-12
Urawa Red Diamonds,248,1508,2016-1
Urawa Red Diamonds,223,1517,2016-2
Urawa Red Diamonds,226,1514,2016-3
Urawa Red Diamonds,182,1535,2016-4
Urawa Red Diamonds,192,1533,2016-5
Urawa Red Diamonds,234,1515,2016-6
Urawa Red Diamonds,179,1539,2016-7
Urawa Red Diamonds,194,1535,2016-8
Urawa Red Diamonds,160,1552,2016-9
Urawa Red Diamonds,145,1563,2016-10
Urawa Red Diamonds,152,1561,2016-11
Urawa Red Diamonds,153,1561,2016-12
Urawa Red Diamonds,152,1561,2017-1
Urawa Red Diamonds,123,1576,2017-2
Urawa Red Diamonds,134,1574,2017-3
Urawa Red Diamonds,111,1590,2017-4
Urawa Red Diamonds,152,1563,2017-5
Urawa Red Diamonds,173,1550,2017-6
Urawa Red Diamonds,211,1528,2017-7
Urawa Red Diamonds,217,1525,2017-8
Urawa Red Diamonds,197,1535,2017-9
Urawa Red Diamonds,177,1549,2017-10
Urawa Red Diamonds,145,1571,2017-11
Urawa Red Diamonds,173,1551,2017-12
Urawa Red Diamonds,176,1551,2018-1
Urawa Red Diamonds,185,1551,2018-2
Urawa Red Diamonds,208,1534,2018-3
Urawa Red Diamonds,232,1519,2018-4
Urawa Red Diamonds,232,1523,2018-5
Urawa Red Diamonds,230,1523,2018-6
Urawa Red Diamonds,202,1536,2018-7
