"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"古巴","CUB","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","5693005200","6914658400","8135150891.92025","9987709650.18094","11405957317.0732","13027415243.9024","13789579902.5579","14206158674.6988","17844705324.6753","19584443287.6712","19912889861.1111","20150254096.3855","20953510235.2941","22204940512.2235","24039383608.4235","22920490774.102","24226574634.0293","25213935012.0819","27458999472.2955","27023468665.8977","28645436569.1489","24316556025.6585","22085858243.2432","22367254864.8649","28448326756.7568","30429803651.2192","25017368696.8455","25365908058.7205","25736331247.1786","28364615241.6894","30565400000","31682400000","33590500000","35901200000","38203000000","42643836074.8","52742800000","58603900000","60806300000","62080000000","64328000000","68990000000","73141000000","77148000000","80656000000","87133000000","91370000000","96851000000","","",
"库拉索","CUW","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038699608.93855","3131096089.38548","3147616201.11732","3158406033.51955","3151910782.1229","3122287932.96089","3116610111.73184","","",
"开曼群岛","CYM","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2315972638.90556","4227798075.03127","","","","","","","","","","","3570575151.26723","","",
"塞浦路斯","CYP","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","489914760.682807","576090073.715036","734887973.975806","964026512.197839","1288715209.58084","2154311276.94859","2087496373.77964","2159242416.76942","2160364071.19021","2278248953.14058","2430411900.19194","3090734463.27684","3704813885.50548","4278792597.23965","4563482603.5503","5591130217.66965","5770197348.48485","6912150456.32334","6590291048.29211","7425703928.57143","9933143596.37775","10011919698.8708","9547822120.86659","10248619909.5023","10497907227.616","9985843543.82658","10397896174.8634","11420230769.2308","14547327293.3182","17320550000","18433416241.761","20072788859.6161","23968765398.3028","27839724622.8212","25942664629.0636","25562264900.6622","27426994717.8204","25041397918.5404","24084559214.0202","23364707443.2798","19680625485.1946","20453761061.9469","22141864998.8731","24469841831.9169","",
"捷克共和国","CZE","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40477403219.5176","29675502269.5661","34590052812.1684","40614350197.2353","47554674590.9328","59775697061.0399","66985765439.1937","61792161168.0011","66490372105.1262","64867483193.1315","61649492816.5201","67523642262.4009","81910771993.9155","99627140274.3805","119162172468.268","136280689891.224","155463807112.889","189227050759.595","235718586901.129","206179982164.402","207477857918.919","227948349666.354","207376427020.815","209402444996.104","207818330723.835","186829940545.759","195090272402.729","215913545038.43","245225882903.37","",
"德国","DEU","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","215021806498.156","249039217364.635","298667219346.133","396866742553.97","443618642959.716","488780155338.262","517787921003.573","598226205424.071","737668356280.428","878010536975.776","946695355820.96","797443405711.813","773638200773.757","767768378016.086","722367608343.069","729763282952.432","1042300769791.95","1293264353318.82","1395931548502.06","1393674332154.37","1764967948916.6","1861873895109.02","2123130870381.97","2068555542410.98","2205966011811.5","2591620035485.19","2503665193657.4","2218689375140.99","2243225519617.65","2199957383336.88","1949953934033.54","1950648769574.94","2079136081309.99","2505733634311.51","2819245095604.67","2861410272354.18","3002446368084.31","3439953462907.2","3752365607148.09","3418005001389.27","3417094562648.95","3757698281117.55","3543983909148.01","3752513503278.41","3898726503841.35","3381389338658.82","3495162856297.22","3693204332229.78","3996759291057.81","",
"吉布提","DJI","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","340989527.967995","","373371738.286415","395794538.630775","409220087.102818","452328087.282876","462421998.525779","478058304.871118","466048469.22986","491689220.744875","497723960.589913","494004647.73437","502675542.001227","514267869.300758","536080148.097299","551230861.856506","572417440.820162","591122039.601398","622044665.515049","666072101.777505","708633194.726566","768873684.032838","847918929.107984","999105339.267729","1049110684.72493","1128611700.3618","1239144501.77525","1353632941.5207","1324733711.82922","1455035088.74594","1633741922.68737","1764268468.93991","1844674434.50371","1965982321.62953","",
"多米尼克","DMA","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","45872947.4074074","57130215.5555556","55017758.8888889","72804653.3333333","82107391.1111111","89527576.6666667","98665191.4814814","109157070.740741","119491932.962963","135161958.518519","151868754.444444","171106184.074074","185137242.962963","201428730","219763222.222222","234058259.259259","245527592.592593","264375666.666667","274522148.148148","292286000","302989185.185185","322409851.851852","331759000","333468888.888889","340205074.074074","333195185.185185","343310666.666667","367199111.111111","364255074.074074","390250148.148148","421375851.851852","458190185.185185","489074333.333333","493824413.333333","501025303.333333","485997988.148148","501979134.444444","523540777.777778","540830670","575468234.444445","496726248.518519","503646211.111111","",
"丹麦","DNK","GDP（现价美元）","NY.GDP.MKTP.CD","6248946880.2777","6933842098.84548","7812968114.40012","8316692385.77386","9506678762.77765","10678897387.0006","11721248101.0874","12788479692.1939","13196541952","15009384584.5333","17075457600","19085731252.4407","23232379951.9376","30730626663.3606","34160444798.1099","40474406216.2821","44575892473.1183","49784338519.4563","60362931853.6249","70366241969.2074","71127528699.9414","61877813965.2413","60412844678.604","60644782176.0525","59105236853.7937","62658568287.3429","88078760103.8191","109414423928.775","115552846616.653","112409222182.704","138247285815.855","139224688814.195","152915654478.885","143195627014.605","156162386724.523","185006881515.065","187632346387.984","173537647058.824","176991934992.837","177965188354.692","164158739097.623","164791442543.375","178635163717.431","218096033517.009","251373002954.382","264467336457.17","282884947702.966","319423424509.066","353361038818.383","321241303699.006","321995279401.502","344003137611.271","327148943812.137","343584391647.927","352993631617.708","302673068765.972","311988119339.251","329865553842.833","352058410508.345","",
"多米尼加共和国","DOM","GDP（现价美元）","NY.GDP.MKTP.CD","672399700","654100200","824100000","940799900","1025599900","888100000","983900000","1034800000","1079100000","1230500000","1485500000","1666500000","1987400000","2344800000","2925700000","3599200000","3951500000","4587100000","4734400000","5498800000","6761300000","7561300000","8267400000","9220600000","11594000000","5044592944.80499","6122198120.02892","5826987099.45901","5374314928.42536","6686593059.93691","7073675544.80847","9734321854.02288","11356271335.9741","13081042400","14664237666.6667","16598679279.0698","18241691857.3544","20017908829.3254","21672526562.7869","22137599986.1056","24305116729.1851","25599311449.3848","27362875602.5011","21642882856.4247","22692574473.3467","36119047252.1794","38116351526.2862","44169678153.1566","48288967303.4896","48376555305.6902","53982886258.2205","57811180659.4545","60657780260.6792","62661773591.7203","66065015410.0468","68802092020.9448","72342967648.3354","75931656814.657","81298585403.3004","",
"阿尔及利亚","DZA","GDP（现价美元）","NY.GDP.MKTP.CD","2723648551.75208","2434776645.73628","2001468867.73344","2703014867.32834","2909351792.58659","3136258896.9233","3039834558.74906","3370843065.76735","3852115816.97758","4257218772.15369","4863487492.65763","5077222366.97472","6761786386.54713","8715105930.49101","13209713643.3219","15557934268.4965","17728347374.994","20971901273.271","26364491313.4471","33243422157.6311","42345277342.0195","44348672667.8715","45207088715.6483","48801369800.3675","53698278905.9678","57937868670.1937","63696301892.8116","66742267773.1959","59089067187.3943","55631489801.5508","62045099642.7774","45715367087.1001","48003298223.1178","49946455210.966","42542571305.5136","41764052457.8814","46941496779.8499","48177862501.9495","48187747528.899","48640574566.6476","54790245600.5846","54744714396.1666","56760288973.6703","67863829880.4832","85324998813.604","103198228458.588","117027304746.54","134977087734.008","171000691877.714","137211039898.193","161207268655.392","200019057307.655","209058991952.125","209755003250.664","213810022462.428","165979277276.907","160129866569.935","167555280113.181","180689115940.685","",
"东亚与太平洋地区（不包括高收入）","EAP","GDP（现价美元）","NY.GDP.MKTP.CD","80254556954.6079","70449586881.4305","64557036237.8122","69906310076.6268","81049248648.1253","94586043483.7421","103545715311.406","100332531176.413","101268616973.079","113713978633.302","126761109961.522","136319410815.065","154648701896.024","194710622043.331","219670221814.077","246956239205.606","250662227477.127","289659794183.455","280421429246.335","324817230159.405","374789793360.848","399939559365.161","419736106343.276","440441089644.06","478126164737.758","523980559474.095","522498385009.205","516052218722.211","572367786476.544","618603060934.368","663000642568.432","719536302323.755","806316121169.288","885206690566.419","1064837415036.78","1314277016763.93","1509586757019.36","1563626103583.53","1433117403504.37","1576440007410.56","1735179356319.94","1846141473735.73","2043269950094.93","2312730823199.69","2682114087775.44","3107074962859.57","3742275137730.19","4730897233723.89","5987665443209.83","6490710245020.34","7868968060604.66","9614771033908.29","10721334546957.2","11827780244502.1","12714085026388.9","13223362408545.5","13457752355494.1","14646215900250.9","16279999801740.6","",
"早人口紅利","EAR","GDP（现价美元）","NY.GDP.MKTP.CD","152732235417.908","153430123114.083","158539373527.257","168089023529.676","192975938456.35","209324972646.931","206349563751.706","216874844188.115","234882818418.832","262270076568.841","278984485547.844","301122505971.597","330984588336.424","423222722460.782","593214829751.873","635982639602.301","693570579920.647","775093694200.37","858576716790.231","1044286554909.55","1297145240700.85","1446286120725.85","1378795292260.75","1391231638412.78","1379764065809.21","1414806603050.18","1425387185496.76","1431337322719.84","1525190202874.48","1550037341174.9","1819109019352.03","1927322345117.08","2114867595960.83","2316209938569.83","2428445796833.22","2494042649859.16","2716304683235.9","2905107783804.92","2871150257538.53","3038349688810.04","3295337877814.25","3263091740550.51","3168716508136.91","3524693729833.37","4094596749091.42","4773452256392.51","5470794765525.87","6487289697063.17","7308263524197.36","7037597707842.1","8547106475975.99","9582349123612.41","10046245252702.1","10229927594916.9","10594924893704.9","10278795512999","10513512253657.4","11369973065869.1","11638828132484.6","",
"东亚与太平洋地区","EAS","GDP（现价美元）","NY.GDP.MKTP.CD","153259252512.441","153709302349.407","157269806179.996","175497305283.124","201633565228.639","224579636903.702","251083324930.356","272057157235.571","299760122004.444","345296836101.877","407459534509.482","452777589749.766","562046587327.059","740847314440.857","852923019058.286","933855748726.964","1026636623171.61","1223807642026.92","1544651627275.45","1677237851815.55","1812588096947.17","1998159987915.9","1957988285914.51","2084048804226.94","2232501979109.45","2356153018861.55","3079846933950.54","3616694140444.28","4351569576481.54","4531271742927.52","4732335225532.58","5343085731008.26","5837716046226.37","6529005124704.31","7301176579946.07","8296083785441.65","7992328893743.43","7647524374400.17","6856985467434.18","7655807408380.83","8281309000052.6","7702594292620.73","7825085614731.88","8602544831389.09","9647688135570.9","10294176822671.1","10917624046693.7","12209776362940.2","14100855248279.8","14526067836583.6","16935062447071.5","19632602228096.1","21010207451844.7","21243898145787","21876509488557.4","21747800265057","22447570589125.6","23912261117830.8","25918289434655.4","",
"欧洲与中亚地区（不包括高收入）","ECA","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","903986853984.516","877635098612.755","932750911538.011","900700524613.581","828516203152.32","814039500445.803","706841701060.015","760355921774.635","766131400832.133","796161484861.867","746548031611.472","626844111015.012","697944442001.164","693215818990.011","793295268352.565","999961777757.465","1324941529334.02","1680778496503.25","2063642395948.16","2672807927877.45","3310744317438.2","2603323082071.74","3099809011020.19","3831921026803.82","4058075244447.13","4314981741824.11","4036166875129.5","3088691707518.32","2960291936549.57","3317273632219.24","3394924024495.23","",
"欧洲与中亚地区","ECS","GDP（现价美元）","NY.GDP.MKTP.CD","436615582363.392","464717811677.137","508121469805.822","560312152315.62","620502669539.469","675248418662.53","733518003307.979","789202087057.694","823130335031.757","903713798184.451","1016691642235.57","1146593497470.56","1373903549704.61","1745059008955.88","1971871868235.12","2303610888605.39","2394573449426.91","2713822571194.2","3312341465351.09","4052066190297.19","4589659512528.64","4084855643071.52","3936241184060.79","3818435696096.99","3669937735073.2","3797992292274.62","5183496003077.67","6405023833802.37","7129862361241.83","7225078092797.3","8838541190191.71","9114062465170.34","9773215854068.77","8982641962779.96","9396419082432.12","10848938630160.1","11071924088813.2","10504382195932.9","10767444955895.4","10643138807099.8","10022982086295.8","10125437349599","11078873017388.7","13491558134654.6","15725564542455.6","16751206594494.2","18133103625465.9","21195404801875.9","23271887679009.2","20472867088612.7","20947234339481.3","23209699221302.2","22371991299292.7","23380526443577","23706805219091.5","20418742750861.9","20359654333001.3","21528123911230.7","23041491391744.6","",
"厄瓜多尔","ECU","GDP（现价美元）","NY.GDP.MKTP.CD","2069465326.41882","1753850416.70826","1518208221.23052","1824344492.07169","2244146867.90195","2387048255.45173","2429309513.80854","2553596091.82258","2582180794.1855","3112166848.3004","2862504169.99893","2754220263.02528","3185987234.84089","3891755551.94138","6599259420.99605","7731677256.80982","9091924304.83477","11026346589.5011","11922502170.6405","14175166007.5774","17881514682.8784","21810767209.3695","19929853574.6095","17152483214.3536","16912515183.2783","17149094589.9827","15314143988.0621","13945431882.2271","13051886552.3377","13890828707.6493","15239278100.3502","16988535267.6338","18094238119.0595","18938717358.6793","22708673336.6683","24432884442.2211","25226393196.5983","28162053026.5133","27981896948.4742","19645272636.3182","18327764882.4412","24468324000","28548945000","32432858000","36591661000","41507085000","46802044000","51007777000","61762635000","62519686000","69555367000","79276664000","87924544000","95129659000","101726331000","99290381000","99937696000","104295862000","108398058000","",
"阿拉伯埃及共和国","EGY","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","4948667540.41066","5278005611.91453","5605484298.98275","5932242990.65421","6524455205.81114","8042200452.1477","8609283346.08518","9299638055.84281","10098534613.4411","9228963224.60004","11632178868.9171","13315988083.4161","14400806875.9867","14811704063.0685","18020571428.5714","21669908177.0664","22136081081.0811","27655172413.7931","30966239813.7369","33971188991.6147","39053502251.0732","41253507951.3564","40455616653.5742","34980124929.0176","39756299049.9793","42978914311.3504","37387836490.5284","41855986519.4235","46578631452.581","51897983392.6453","60159245060.4542","67629716981.1321","78436578171.0914","84828807556.0803","90710704806.8416","99838543960.0763","97632008709.853","87850683978.6691","82924503942.6381","78845185293.4964","89685725230.2517","107484034870.974","130478960092.499","162818181818.182","188982374700.805","218888324504.753","236001858960.015","279372758361.832","288586231501.877","305529656458.438","332698041030.807","332927833278.038","235369129337.711","250895469644.498","",
"欧洲货币联盟","EMU","GDP（现价美元）","NY.GDP.MKTP.CD","245447359429.401","270172398741.054","299820176697.464","336351025948.426","374098342452.394","408215217814.032","445145127213.125","483555287610.936","518385655080.567","572667208434.026","641661352571.282","727250878322.039","878564933796.335","1140551985188.26","1293479528389.8","1499896046642.12","1565338413159.44","1780493928969.08","2180286679717.84","2641054833759.96","2957969373274.26","2570726515718.05","2488863293583.92","2427979491829.1","2328909303034.65","2392628694168.01","3357838291838.19","4153063175251.52","4567521859474.51","4665534944904.77","5871571762095.75","6098788978230.53","6726742780089.63","6162113917507.5","6509747580056.97","7517783242200.44","7608600706357.79","6956703610586.5","7149352017482.07","7116772457710.09","6484573532448.5","6592352067950.52","7174014361860.81","8850827901132.02","10151027906176.7","10535354545600.8","11185953973661.5","12881558619442","14124882309427.2","12915145836358.7","12651387614510.3","13630795393394","12651386953652.8","13202692493055.8","13499117646931.9","11684180189186.4","11981439102404.6","12639380729565.5","13675599697568.1","",
"厄立特里亚","ERI","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531688311.688312","578015625","693535954.190067","686490090.140141","745526154.93283","688921325.712043","706370815.584416","752368495.512622","729321366.651861","870247703.182758","1109054005.43971","1098425900.74116","1211161879.6748","1317974491.05691","1380188800","1856695551.21951","2117039512.19512","2607739837.39837","","","","","","","","",
"西班牙","ESP","GDP（现价美元）","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40881655098.6451","46492797365.2695","58971806626.9739","78425934894.3461","97009800115.3735","114465300289.855","118185307386.222","132089531434.83","160163483072.917","214019077342.588","232134606637.271","202257045774.013","195464408602.151","170486866357.309","171635463361.623","180302412230.92","250638463466.793","317882187036.787","375138723325.239","413630538018.271","535101248775.71","575598537069.656","629202392003.901","523649481762.322","529121577319.588","612939685081.398","640998292394.588","588692045454.545","617041986858.225","633194118900.49","595402616546.895","625975838926.175","705145868624.13","906853273137.698","1069555500372.49","1157276458151.97","1264551499184.54","1479341637010.68","1635015380108.39","1499099749930.54","1431616749640.29","1488067258325.2","1336018949805.58","1361854206549.39","1376910811040.88","1199084183705.08","1237499479181.11","1314314164402.2","1426189137596.58","",
"爱沙尼亚","EST","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4373665145.55468","4746109767.1999","5066240419.29666","5617109244.63233","5726897998.29642","5685774808.80862","6245069734.13302","7322069511.16134","9833870709.12376","12059201242.236","14006088297.4754","16963625015.6818","22237061730.0849","24194039255.8957","19652492636.8436","19490936349.1753","23170239900.7654","23043864510.0543","25137153149.4377","26615854605.2787","22904456871.8171","23984296770.8115","26611651598.9453","30284890757.0585","",
"埃塞俄比亚","ETH","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7324903188.4058","7707678019.32367","8567890821.25604","8096302367.14976","9480840483.09179","9848600869.56522","10527338647.343","10908935748.7923","11476584879.2271","12175166763.285","13463868357.4879","10492993077.6093","8830712713.90781","6927950564.55657","7663984567.90123","8547939730.62374","8589211390.49612","7818224905.55071","7700833482.00615","8242392103.68061","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648211133.2183","55612228233.5179","64464547915.2698","74271281810.8189","81716326730.819","84355462494.0837","",
"欧洲联盟","EUU","GDP（现价美元）","NY.GDP.MKTP.CD","359004271011.133","390859881170.787","426985031936.441","470381742780.729","521291493679.339","567692677296.745","615394652669.266","661285980699.66","687337429752.242","754932288355.104","855493375347.389","967688475854.783","1158583832486.52","1471145386645.72","1653564609378.25","1927695033594.9","1996681069141.87","2261215544026.42","2771088326281.17","3384067085520.08","3862403099962.48","3417395763167.26","3288989778639.87","3187924746062.3","3060797321871.29","3163272342146.21","4337476983131.67","5366479126925.62","5985942240573.43","6111734250834.42","7578747012397.74","7859703679073.51","8562873940799.95","7808850934913.18","8293218409245.9","9630019303778.31","9840487001647.22","9287506354131","9606952143043.1","9590812463212.46","8910186718989.27","9012853083434.01","9827530208216.07","11960208674688.4","13808952902083.3","14443193183268.7","15408596715362.5","17810757464694.4","19163615254030.1","17126624663159.6","17009614810443.3","18374315294556.7","17316864403871.3","18052722357480.4","18668667522005","16446486687656.4","16551356160778.7","17349595038832.2","18756100690153.4","",
"脆弱和受衝突影響的情況下","FCS","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219801672716.775","201731595446.131","193875225701.653","220165940340.098","255524217446.311","310428639911.357","367377421273.771","451741010286.562","584365426926.351","544392485063.641","649697459092.748","709496791246.974","816782810006.542","850108840302.666","858909714923.726","774330701792.269","742854202539.141","829812208374.292","832471154639.994","",
"芬兰","FIN","GDP（现价美元）","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11365953567.3839","12536710287.0134","14754136507.0261","19486826979.9284","24867278714.3532","29494515597.22","31873171718.726","33524682307.8058","36283091407.9422","44498283620.8213","53685049410.2646","52485533204.7396","52832120389.7866","51014090520.9223","52926394934.7052","55914236377.5902","73586676049.7302","91642093872.5822","109103056147.832","119064708327.56","141517648888.198","127866490222.026","112625431377.754","89255751014.885","103321570859.419","134199346405.229","132099404607.818","126833123353.568","133936359590.565","135225868314.511","125539893126.958","129250111856.823","139552983248.635","171071106094.808","196768065557.487","204436015420.968","216552502822.732","255384615384.615","283742493042.332","251499027507.641","247799815768.477","273674236772.815","256706466091.089","269980111642.898","272609288689.575","232850788304.513","239009517793.721","252331136734.129","273960969999.218","",
"斐济","FJI","GDP（现价美元）","NY.GDP.MKTP.CD","112328422.113084","116987784.913739","122906434.957814","129454728.623599","140032741.468329","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316650508.967523","425963359.355326","558589870.903674","684268280.812751","694552411.718837","719533137.126662","829239489.844119","1019743927.24662","1202567359.4132","1235899836.18067","1194015444.01544","1123107276.30285","1177997413.63384","1141210124.82663","1290228616.82408","1177908191.97685","1109976927.91722","1182686577.22645","1337024782.22702","1383843860.1247","1531803060.54558","1635426125.30808","1825285158.11762","1970347720.96992","2129266728.42585","2093994597.21549","1656784779.545","1942170999.18765","1684109743.49338","1660102345.60309","1842691481.09196","2315935752.71653","2727507212.92556","3006725014.78415","3102741451.01664","3405050611.68726","3523185919.55826","2870624635.68032","3140508835.9485","3774530615.65916","3972012570.53467","4190143206.25611","4856963251.97477","4682546881.15833","4926740193.66773","5270335184.70768","5479504926.19335","",
"法国","FRA","GDP（现价美元）","NY.GDP.MKTP.CD","62651474946.6007","68346741504.4257","76313782251.6964","85551113767.3727","94906593388.3107","102160571409.274","110597467198.645","119466139619.589","129847107787.883","140725497222.277","148456359985.827","165966615366.402","203494148244.473","264429876252.21","285552373158.756","360832186018.051","372319038514.067","410279486493.715","506707848837.209","613953129818.07","701288419745.421","615552202776.101","584877732308.614","559869179791.72","530683779929.445","553138414367.061","771470783218.108","934173305685.911","1018847043277.17","1025211803413.53","1269179616913.63","1269276828275.78","1401465923172.24","1322815612694","1393982750472.59","1601094756209.75","1605675086549.56","1452884917959.09","1503108739159.44","1492647560196.04","1362248940482.77","1376465324384.79","1494286655373.61","1840480812641.08","2115742488204.62","2196126103718.44","2318593651988.46","2657213249384.07","2918382891460.38","2690222283967.77","2642609548930.36","2861408170264.61","2683825225092.63","2811077725703.59","2852165760630.27","2438207896251.84","2471285607081.72","2586285406561.51","2777535239277.98","",
"法罗群岛","FRO","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1107882640.8787","1120280381.86979","1058702725.4395","1147654635.45922","1262669892.4595","1494011567.01125","1688237552.36935","1727792692.89133","1984445416.02206","2290133548.87301","2432415998.11695","2268387770.71014","2320424601.26954","2490807830.57351","2366301251.61847","2627049837.08135","2850743875.2784","2518096285.61661","2689157270.82312","","","",
"密克罗尼西亚联邦","FSM","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","222103600","218845700","206900300","219646200","220660500","233226300","240051900","241543400","245277400","240097000","250149400","253372300","256548100","262868600","279966700","296525300","310502100","326128700","316040600","317999400","315179700","329895600","336427500","344501760","",
"加蓬","GAB","GDP（现价美元）","NY.GDP.MKTP.CD","141468977.570007","167637907.381696","182796536.499917","154480244.246828","215679855.272553","226474285.587116","245849781.715943","271543680.279265","294468564.534311","318124701.048993","323802475.481029","381687073.058602","430508357.724","722780701.123338","1544216003.98425","2157592936.60731","3009409970.90463","2809349074.17711","2389479269.18832","3030251116.35966","4279637933.85136","3862269126.92681","3618007844.44908","3391275731.31859","3561451562.23576","3339914759.37275","3403638193.57905","3281797038.66566","3834503378.35497","4186411457.45694","5952293765.84468","5402919956.93831","5592390848.52648","4378645081.01769","4190819314.02958","4958845906.34769","5694040336.82571","5326816858.99586","4483417119.83928","4662992036.2073","5067865320.7979","5018874179.18704","5310381151.35952","6497305662.09274","7756293574.98077","9578973591.00958","10318424464.3377","12438956756.4455","15508574820.3516","12065138272.7538","14358584300.3006","18186478119.9582","17171447372.3334","17590745162.1326","18179752009.7489","14377324797.637","14014369641.7689","14892609693.1667","17017401831.9223","",
"英国","GBR","GDP（现价美元）","NY.GDP.MKTP.CD","72328047042.1588","76694360635.9159","80601939635.2483","85443766670.4279","93387598813.9269","100595782309.165","107090721447.057","111185383409.521","104702736248.084","112676874821.987","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1335862395455.26","1409410296411.86","1553623117223.31","1641666114607.49","1668270506390.55","1648269027084.28","1625799625737.73","1773015587529.98","2043831836734.69","2403614060783.6","2525005454545.45","2697151793928.24","3084117647058.82","2904036764705.88","2394785792179.47","2452899665124.47","2634895693131.3","2676605417645.99","2753565033773.77","3034729456047.18","2896420586534.4","2659238931670.25","2637866340434.13","2825207947502.9","",
"格鲁吉亚","GEO","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7753501867.76095","6357615894.03974","3690328963.64086","2701181331.30816","2513870586.73344","2693731865.97036","3094855183.27441","3510443159.92293","3613498174.54701","2799976944.62056","3057424694.29661","3219488663.77231","3395773557.40766","3991284895.37214","5125365191.98664","6410878799.58074","7745394293.41721","10172882370.5477","12795076469.0099","10766776414.2472","11638500813.5555","14434568633.2642","15846484587.9004","16140014428.2794","16509316418.4176","13993566297.9774","14378036929.0573","15081330942.4188","16209818081.3701","",
"加纳","GHA","GDP（现价美元）","NY.GDP.MKTP.CD","1217230038.26781","1302674264.19915","1382515590.06942","1540797516.79469","1731296118.87113","2053462872.38275","2126300573.17668","1747187539.20717","1666910166.289","1962051319.26134","2215029450.3805","2417107708.25317","2112292944.64142","2465492957.74648","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441614.97432","4035994397.7591","4057275042.82903","4412279843.44423","4504342149.43471","5727602644.71472","5074829931.97279","5197840979.13416","5251764264.26802","5889174825.487","6596546195.65217","6413901601.83066","5966255778.12018","5444560669.45607","6465137614.6789","6934984709.48012","6891308593.75","7480968858.13149","7719354838.70968","4983024408.14828","5314909953.92992","6166330136.2948","7632406552.83803","8881368538.07671","10731634116.7384","20409668521.5494","24758819717.7074","28526891010.4925","25977847813.7422","32174772955.9748","39566292432.8615","41939728978.7281","63277216921.436","53601126665.1424","49181854795.298","55009730589.4447","58996776244.424","65556464056.4301","",
"直布罗陀","GIB","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"几内亚","GIN","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1922600899.38433","2041538057.02888","2384295763.72528","2432029380.43686","2666616176.91609","3014890569.04099","3284625277.16186","3279063317.63475","3383218922.79336","3693753379.05992","3869032270.91633","3783788551.0819","3588376057.01536","3461282293.64624","2995360969.16199","2833442750.43639","2949637039.04424","3446442218.89829","3666349049.42641","2937071767.25576","4220019242.75183","6281917655.89242","6964179193.84376","6716904568.75769","6853467857.6196","6785137172.76517","7638045254.43072","8376613843.27475","8778473614.54971","8794202443.67754","8604520929.47352","9915311049.15133","10989790256.3533","",
