"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.MKTP.CD","GDP（现价美元）","以购买者价格计算的GDP是一个经济体内所有居民生产者创造的增加值的总和加上任何产品税并减去不包括在产品价值中的补贴。计算时未扣除资产折旧或自然资源损耗和退化。数据为现价美元。GDP的美元数据采用单一年份官方汇率从各国货币换算得出。对于官方汇率不反映实际外汇交易中所采用的有效汇率的少数国家，采用的是替代换算因子。","世界银行国民经济核算数据，以及经济合作与发展组织 国民经济核算数据文件。",
