name,type,value,date
荷兰,NLD,87243413476.5145,1974
荷兰,NLD,100249523178.80801,1975
荷兰,NLD,109168720703.45099,1976
荷兰,NLD,127016990571.967,1977
荷兰,NLD,155859695762.884,1978
荷兰,NLD,179669405141.162,1979
荷兰,NLD,195152092662.381,1980
荷兰,NLD,164134217080.279,1981
荷兰,NLD,158479528266.072,1982
荷兰,NLD,153445466064.397,1983
荷兰,NLD,143912664079.67,1984
荷兰,NLD,143845822916.667,1985
荷兰,NLD,200862095880.554,1986
荷兰,NLD,245046310922.54102,1987
荷兰,NLD,261910508306.38895,1988
荷兰,NLD,258336705601.16394,1989
荷兰,NLD,318330511920.61,1990
荷兰,NLD,327500328264.969,1991
荷兰,NLD,362962871804.511,1992
荷兰,NLD,353550170028.47705,1993
荷兰,NLD,379130260200.993,1994
荷兰,NLD,452301674444.139,1995
荷兰,NLD,450490196078.431,1996
荷兰,NLD,416812740004.51794,1997
荷兰,NLD,438008220395.46796,1998
荷兰,NLD,446898572341.786,1999
荷兰,NLD,416442786069.65204,2000
荷兰,NLD,431213422818.79205,2001
荷兰,NLD,471613965744.401,2002
荷兰,NLD,578792325056.433,2003
荷兰,NLD,657171591755.6489,2004
荷兰,NLD,685092650167.89,2005
荷兰,NLD,733340860619.7471,2006
荷兰,NLD,847481522036.682,2007
荷兰,NLD,947997656364.435,2008
荷兰,NLD,868077243678.8,2009
荷兰,NLD,846554894931.0841,2010
荷兰,NLD,904085980796.018,2011
荷兰,NLD,838971306990.9059,2012
荷兰,NLD,876923518850.405,2013
荷兰,NLD,890981311077.658,2014
荷兰,NLD,765264949780.999,2015
荷兰,NLD,783528181704.567,2016
荷兰,NLD,831809944960.879,2017
荷兰,NLD,913658465709.125,2018
沙特阿拉伯,SAU,,1960
沙特阿拉伯,SAU,,1961
沙特阿拉伯,SAU,,1962
沙特阿拉伯,SAU,,1963
沙特阿拉伯,SAU,,1964
沙特阿拉伯,SAU,,1965
沙特阿拉伯,SAU,,1966
沙特阿拉伯,SAU,,1967
沙特阿拉伯,SAU,4187777711.11111,1968
沙特阿拉伯,SAU,4485777644.44444,1969
沙特阿拉伯,SAU,5377333333.33333,1970
沙特阿拉伯,SAU,7184853347.5974,1971
沙特阿拉伯,SAU,9664157498.5524,1972
沙特阿拉伯,SAU,14947391140.1284,1973
沙特阿拉伯,SAU,45412957746.4789,1974
沙特阿拉伯,SAU,46773368205.5947,1975
沙特阿拉伯,SAU,64005665722.3796,1976
沙特阿拉伯,SAU,74188249978.724,1977
沙特阿拉伯,SAU,80265619484.6452,1978
沙特阿拉伯,SAU,111859676267.555,1979
沙特阿拉伯,SAU,164541738058.737,1980
沙特阿拉伯,SAU,184291796008.869,1981
沙特阿拉伯,SAU,153239017560.236,1982
沙特阿拉伯,SAU,129171635311.143,1983
沙特阿拉伯,SAU,119624858115.77802,1984
沙特阿拉伯,SAU,103897846493.65,1985
沙特阿拉伯,SAU,86961922765.3254,1986
沙特阿拉伯,SAU,85695861148.1976,1987
沙特阿拉伯,SAU,88256074766.3551,1988
沙特阿拉伯,SAU,95344459279.0387,1989
沙特阿拉伯,SAU,117630271802.40302,1990
沙特阿拉伯,SAU,132223268491.32199,1991
沙特阿拉伯,SAU,137087876662.216,1992
沙特阿拉伯,SAU,132967901415.22,1993
沙特阿拉伯,SAU,135174886488.65201,1994
沙特阿拉伯,SAU,143343036341.789,1995
沙特阿拉伯,SAU,158662398744.993,1996
沙特阿拉伯,SAU,165963557409.88,1997
沙特阿拉伯,SAU,146775498080.0,1998
沙特阿拉伯,SAU,161716960000.0,1999
沙特阿拉伯,SAU,189514926213.333,2000
沙特阿拉伯,SAU,184137469733.333,2001
沙特阿拉伯,SAU,189605920240.0,2002
沙特阿拉伯,SAU,215807655253.333,2003
沙特阿拉伯,SAU,258742133333.333,2004
沙特阿拉伯,SAU,328459608764.111,2005
沙特阿拉伯,SAU,376900133511.34796,2006
沙特阿拉伯,SAU,415964509673.115,2007
沙特阿拉伯,SAU,519796799999.99994,2008
沙特阿拉伯,SAU,429097866666.66705,2009
沙特阿拉伯,SAU,528207200000.0,2010
沙特阿拉伯,SAU,671238840106.667,2011
沙特阿拉伯,SAU,735974843360.0,2012
沙特阿拉伯,SAU,746647127413.333,2013
沙特阿拉伯,SAU,756350347333.3341,2014
沙特阿拉伯,SAU,654269902880.0,2015
沙特阿拉伯,SAU,644935541440.0,2016
沙特阿拉伯,SAU,688586133333.333,2017
沙特阿拉伯,SAU,782483466666.667,2018
土耳其,TUR,13995067817.5092,1960
土耳其,TUR,7988888888.888891,1961
土耳其,TUR,8922222222.22222,1962
土耳其,TUR,10355555555.5556,1963
土耳其,TUR,11177777777.7778,1964
土耳其,TUR,11966666666.6667,1965
土耳其,TUR,14100000000.0,1966
土耳其,TUR,15644444444.444403,1967
土耳其,TUR,17500000000.0,1968
土耳其,TUR,19466666666.6667,1969
土耳其,TUR,17086956521.7391,1970
土耳其,TUR,16256619963.7997,1971
土耳其,TUR,20431095406.3604,1972
土耳其,TUR,25724381625.4417,1973
土耳其,TUR,35599913836.4328,1974
土耳其,TUR,44633707242.7642,1975
土耳其,TUR,51280134554.2889,1976
土耳其,TUR,58676813687.3681,1977
土耳其,TUR,65147022485.79191,1978
土耳其,TUR,89394085658.2038,1979
土耳其,TUR,68789289565.7434,1980
土耳其,TUR,71040020140.4436,1981
土耳其,TUR,64546332580.7583,1982
土耳其,TUR,61678280115.4987,1983
土耳其,TUR,59989909457.8379,1984
土耳其,TUR,67234948264.59871,1985
土耳其,TUR,75728009962.7878,1986
土耳其,TUR,87172789528.3316,1987
土耳其,TUR,90852814004.9917,1988
土耳其,TUR,107143348667.09401,1989
土耳其,TUR,150676291094.21,1990
土耳其,TUR,150027833333.333,1991
土耳其,TUR,158459130434.78302,1992
土耳其,TUR,180169736363.63602,1993
土耳其,TUR,130690172297.29698,1994
土耳其,TUR,169485941048.035,1995
土耳其,TUR,181475555282.555,1996
土耳其,TUR,189834649111.257,1997
土耳其,TUR,275768693191.091,1998
土耳其,TUR,255884300638.52902,1999
土耳其,TUR,272979390333.73804,2000
土耳其,TUR,200251925227.875,2001
土耳其,TUR,238428125942.395,2002
土耳其,TUR,311823003788.62396,2003
土耳其,TUR,404786739602.813,2004
土耳其,TUR,501416301536.12006,2005
土耳其,TUR,552486912921.989,2006
土耳其,TUR,675770112179.989,2007
土耳其,TUR,764335657637.62,2008
土耳其,TUR,644639901973.703,2009
土耳其,TUR,771901768870.083,2010
土耳其,TUR,832523680908.06,2011
土耳其,TUR,873982246611.9541,2012
土耳其,TUR,950579413122.56,2013
土耳其,TUR,934185915386.096,2014
土耳其,TUR,859796872677.614,2015
土耳其,TUR,863721648068.8059,2016
土耳其,TUR,851549231502.615,2017
土耳其,TUR,766509088837.5791,2018
瑞士,CHE,9522746719.21614,1960
瑞士,CHE,10712712465.0522,1961
瑞士,CHE,11879982758.5619,1962
瑞士,CHE,13063643795.7884,1963
瑞士,CHE,14480556571.5476,1964
瑞士,CHE,15346741669.7575,1965
瑞士,CHE,16480058704.853098,1966
瑞士,CHE,17740013179.26,1967
瑞士,CHE,18942729779.1,1968
瑞士,CHE,20524886616.4789,1969
瑞士,CHE,,1970
瑞士,CHE,,1971
瑞士,CHE,,1972
瑞士,CHE,,1973
瑞士,CHE,,1974
瑞士,CHE,,1975
瑞士,CHE,,1976
瑞士,CHE,,1977
瑞士,CHE,,1978
瑞士,CHE,,1979
瑞士,CHE,119008334606.43301,1980
瑞士,CHE,108993981315.548,1981
瑞士,CHE,111711490075.358,1982
瑞士,CHE,111314328474.108,1983
瑞士,CHE,106285277141.763,1984
瑞士,CHE,107766112124.04901,1985
瑞士,CHE,154482372838.957,1986
瑞士,CHE,193466104144.31302,1987
瑞士,CHE,209298156700.608,1988
瑞士,CHE,202078703955.00897,1989
瑞士,CHE,258066552980.132,1990
瑞士,CHE,261113787377.964,1991
瑞士,CHE,271814366804.15298,1992
瑞士,CHE,264353008121.27798,1993
瑞士,CHE,292646657673.466,1994
瑞士,CHE,342617007103.594,1995
瑞士,CHE,330091688349.515,1996
瑞士,CHE,286519135326.948,1997
瑞士,CHE,295045152020.968,1998
瑞士,CHE,289912492344.56104,1999
瑞士,CHE,272055499940.78598,2000
瑞士,CHE,278631271391.325,2001
瑞士,CHE,301416810214.295,2002
瑞士,CHE,352914820747.011,2003
瑞士,CHE,394163688620.82794,2004
瑞士,CHE,408689353999.35706,2005
瑞士,CHE,430921192375.17896,2006
瑞士,CHE,479913034321.89294,2007
瑞士,CHE,554363487120.303,2008
瑞士,CHE,541506500413.56494,2009
瑞士,CHE,583782977866.405,2010
瑞士,CHE,699579638638.2261,2011
瑞士,CHE,668043614122.87,2012
瑞士,CHE,688504173431.454,2013
瑞士,CHE,709182559935.3009,2014
瑞士,CHE,679832291693.2571,2015
瑞士,CHE,670181065629.156,2016
瑞士,CHE,678965423322.021,2017
瑞士,CHE,705501304688.6991,2018
