name|rating|price|rating_count|publisher_country|rank|date
醒图—修出高级美|4.30745|0.0|13085|China|35|2021-01-25
美图秀秀|4.85628|0.0|2580838|Hong Kong|36|2021-01-25
芒果TV|4.79947|0.0|585460|China|37|2021-01-25
菜鸟—快递轻松查寄取|4.87089|0.0|3473227|China|38|2021-01-25
百度网盘|4.43522|0.0|711534|None|39|2021-01-25
QQ浏览器-热点新闻头条短视频抢先看|4.6184|0.0|737102|China|40|2021-01-25
中国工商银行|3.21685|0.0|81992|China|41|2021-01-25
喜马拉雅「听书社区」电台有声小说相声评书|4.85609|0.0|2777184|China|42|2021-01-25
UC浏览器-新闻短视频抢先看|4.71658|0.0|1292470|China|43|2021-01-25
闲鱼 - 闲不住？上闲鱼！|4.51307|0.0|509608|China|44|2021-01-25
WiFi万能钥匙-Wi-Fi安全热点一键极速连|4.41416|0.0|420589|China|45|2021-01-25
美团-干啥都省钱|4.723|0.0|986029|China|46|2021-01-25
农行掌上银行|3.02161|0.0|71163|China|47|2021-01-25
中国建设银行|3.28455|0.0|75361|China|48|2021-01-25
中国移动（手机营业厅）|4.77482|0.0|8096235|China|49|2021-01-25
夸克-阿里巴巴旗下智能搜索|4.35309|0.0|60018|China|50|2021-01-25
知乎 - 有问题，就会有答案|4.76177|0.0|1082910|China|51|2021-01-25
饿了么-外卖美食,30分钟准时送达|4.90699|0.0|9599389|China|52|2021-01-25
全民K歌-你其实很会唱歌|4.83596|0.0|4092674|China|53|2021-01-25
轻颜相机-风格自拍新潮流|4.87024|0.0|2075554|China|54|2021-01-25
番茄小说 - 热门全本小说电子书阅读器|4.82812|0.0|1399835|China|55|2021-01-25
QQ邮箱|4.21346|0.0|1560|China|56|2021-01-25
酷狗铃声-手机铃声直接设置|4.83614|0.0|533254|China|57|2021-01-25
搜狗输入法-语音变声斗图表情|4.8761|0.0|5253649|China|58|2021-01-25
迷你世界-全新家园|4.24143|0.0|2316107|China|59|2021-01-25
WPS Office|4.8129|0.0|1001586|China|60|2021-01-25
中国银行手机银行|3.42336|0.0|40292|China|61|2021-01-25
微视-短视频创作与分享|4.04417|0.0|201585|China|62|2021-01-25
屋顶棍棍侠|4.44969|0.0|27034|France|63|2021-01-25
百度地图-路线规划,出行必备|4.87509|0.0|1764195|China|64|2021-01-25
中国联通手机营业厅客户端(官方版)|3.12332|0.0|86384|China|65|2021-01-25
懂车帝 - 值得信赖的汽车选买平台|4.82038|0.0|150821|China|66|2021-01-25
天天基金-基金投资理财|4.72248|0.0|148509|China|67|2021-01-25
欢乐斗地主|4.63786|0.0|936554|China|68|2021-01-25
云闪付-银行业统一移动支付App|3.71723|0.0|58157|China|69|2021-01-25
大众点评-发现品质生活|4.91732|0.0|1918159|China|70|2021-01-25
韩剧TV-追剧大本营|4.90492|0.0|4751985|China|71|2021-01-25
阿伟爱消消|4.66214|0.0|167556|None|72|2021-01-25
七猫小说-看小说电子书的阅读神器|4.38039|0.0|155732|China|73|2021-01-25
京东金融|4.60933|0.0|222061|China|74|2021-01-25
省点花锦鲤卡-购物折扣领优惠券|4.90426|0.0|164691|None|75|2021-01-25
58同城-招聘找工作兼职租房|4.617|0.0|1230696|China|76|2021-01-25
驾考宝典-2021驾校学车考驾照一点通|4.96088|0.0|899747|China|77|2021-01-25
开心消消乐®|4.47574|0.0|582593|China|78|2021-01-25
阿里巴巴(1688)-货源批发采购进货市场|4.74158|0.0|149618|China|79|2021-01-25
安居客-买卖二手房新房租房房产平台|4.69312|0.0|510820|China|80|2021-01-25
王者营地|3.97875|0.0|68339|China|81|2021-01-25
贝壳找房-买二手房新房租房必备软件|4.76528|0.0|227563|China|82|2021-01-25
作业帮-拍照搜题辅导学习平台|4.46567|0.0|1118990|China|83|2021-01-25
通信行程卡|2.34215|0.0|1888|None|84|2021-01-25
唯品会 - 品牌特卖|4.88466|0.0|3331888|China|85|2021-01-25
天神学院|4.48099|0.0|5601|China|86|2021-01-25
人人视频-全民追剧神器|4.57017|0.0|71351|None|87|2021-01-25
Keep - 跑步健身计步瑜伽|4.90048|0.0|2621672|China|88|2021-01-25
全民大丰收-你的快乐已成熟|4.06763|0.0|11711|None|89|2021-01-25
今日头条|4.79845|0.0|2744196|China|90|2021-01-25
叮咚买菜-最快29分钟 抢鲜到家|4.86996|0.0|201104|China|91|2021-01-25
招商银行|4.91346|0.0|1922811|China|92|2021-01-25
老司机开车了|4.68158|0.0|17926|None|93|2021-01-25
苏宁易购-全民焕新节|4.86266|0.0|1957041|China|94|2021-01-25
滴滴出行 - DiDi|4.29434|0.0|733605|China|95|2021-01-25
邮储手机银行|3.2402|0.0|43784|China|96|2021-01-25
倒数日 · Days Matter|4.88353|0.0|513167|China|97|2021-01-25
探探－超火爆社交App|4.78245|0.0|154583|China|98|2021-01-25
机动都市阿尔法|4.79785|0.0|20307|China|99|2021-01-25
贪吃蛇大作战®-等你来战|4.56754|0.0|753399|China|100|2021-01-25
name|rating|price|rating_count|publisher_country|rank|date
抖音极速版 - 集音符兑好礼|4.89014|0.0|429286|China|1|2021-01-26
微信|4.36461|0.0|5694634|China|2|2021-01-26
得物(毒)-有毒的运动×潮流×好物|4.75172|0.0|558086|China|3|2021-01-26
支付宝 - 生活好 支付宝|4.26844|0.0|835978|China|4|2021-01-26
小红书 – 标记我的生活|4.94723|0.0|7272741|China|5|2021-01-26
QQ|4.04361|0.0|1397934|China|6|2021-01-26
抖音|4.91348|0.0|29907008|China|7|2021-01-26
和平精英|4.54795|0.0|12686754|China|8|2021-01-26
Soul-《明星大侦探》官推|4.61261|0.0|661173|China|9|2021-01-26
手机淘宝 - 淘到你说好|4.33646|0.0|945088|China|10|2021-01-26
纸嫁衣 - 密室逃脱类恐怖解密游戏|4.71788|0.0|109141|None|11|2021-01-26
拼多多 - 多多买菜，百亿补贴|3.47232|0.0|1615277|China|12|2021-01-26
剪映 - 轻而易剪|4.91715|0.0|4803102|China|13|2021-01-26
交管12123|4.92895|0.0|170100|China|14|2021-01-26
神将三国-国风热血策略手游|4.47478|0.0|4263|South Korea|15|2021-01-26
王者荣耀|4.13757|0.0|8863337|China|16|2021-01-26
钉钉|2.44261|0.0|2300369|China|17|2021-01-26
爱奇艺-赘婿独播|4.76711|0.0|18176050|China|18|2021-01-26
美团外卖-外卖订餐,送啥都快|4.82693|0.0|7606094|China|19|2021-01-26
淘宝特价版 - 好货便宜不用拼|4.91245|0.0|4794081|China|20|2021-01-26
百度|4.37357|0.0|862205|China|21|2021-01-26
网易云音乐-音乐的力量|4.64841|0.0|1102573|China|22|2021-01-26
腾讯视频-创造营2021独播|4.72506|0.0|17678979|China|23|2021-01-26
快手-领红包 看超级直播|4.83713|0.0|6743311|China|24|2021-01-26
京东-不负每一份热爱|4.40716|0.0|419114|China|25|2021-01-26
腾讯会议-多人实时视频会议软件|2.26115|0.0|85429|China|26|2021-01-26
QQ音乐 - 让生活充满音乐|4.63758|0.0|1068832|China|27|2021-01-26
高德地图-精准导航,打车公交地铁出行必备|4.87772|0.0|17018376|China|28|2021-01-26
企业微信|3.13185|0.0|63749|China|29|2021-01-26
酷狗音乐-6000万正版曲库|4.85637|0.0|10859342|China|30|2021-01-26
快手极速版-领红包 看超级直播|4.48173|0.0|401386|None|31|2021-01-26
哔哩哔哩-弹幕番剧直播高清视频|4.78031|0.0|2219120|China|32|2021-01-26
优酷-乡村爱情13独播|4.81992|0.0|19084206|China|33|2021-01-26
使命召唤手游|4.5467|0.0|315244|China|34|2021-01-26
微博|2.70764|0.0|684123|China|35|2021-01-26
醒图—修出高级美|4.30745|0.0|13085|China|36|2021-01-26
QQ浏览器-热点新闻头条短视频抢先看|4.6184|0.0|737102|China|37|2021-01-26
美图秀秀|4.85628|0.0|2580838|Hong Kong|38|2021-01-26
百度网盘|4.43522|0.0|711534|None|39|2021-01-26
喜马拉雅「听书社区」电台有声小说相声评书|4.85609|0.0|2777184|China|40|2021-01-26
WiFi万能钥匙-Wi-Fi安全热点一键极速连|4.41416|0.0|420589|China|41|2021-01-26
UC浏览器-新闻短视频抢先看|4.71658|0.0|1292470|China|42|2021-01-26
中国工商银行|3.21685|0.0|81992|China|43|2021-01-26
芒果TV|4.79947|0.0|585460|China|44|2021-01-26
闲鱼 - 闲不住？上闲鱼！|4.51307|0.0|509608|China|45|2021-01-26
菜鸟—快递轻松查寄取|4.87089|0.0|3473227|China|46|2021-01-26
农行掌上银行|3.02161|0.0|71163|China|47|2021-01-26
美团-干啥都省钱|4.723|0.0|986029|China|48|2021-01-26
中国建设银行|3.28455|0.0|75361|China|49|2021-01-26
中国移动（手机营业厅）|4.77482|0.0|8096235|China|50|2021-01-26
和平营地|3.81212|0.0|24314|China|51|2021-01-26
番茄小说 - 热门全本小说电子书阅读器|4.82812|0.0|1399835|China|52|2021-01-26
知乎 - 有问题，就会有答案|4.76177|0.0|1082910|China|53|2021-01-26
全民K歌-你其实很会唱歌|4.83596|0.0|4092674|China|54|2021-01-26
夸克-阿里巴巴旗下智能搜索|4.35309|0.0|60018|China|55|2021-01-26
饿了么-外卖美食,30分钟准时送达|4.90699|0.0|9599389|China|56|2021-01-26
轻颜相机-风格自拍新潮流|4.87024|0.0|2075554|China|57|2021-01-26
QQ邮箱|4.21346|0.0|1560|China|58|2021-01-26
中国联通手机营业厅客户端(官方版)|3.12332|0.0|86384|China|59|2021-01-26
中国银行手机银行|3.42336|0.0|40292|China|60|2021-01-26
酷狗铃声-手机铃声直接设置|4.83614|0.0|533254|China|61|2021-01-26
WPS Office|4.8129|0.0|1001586|China|62|2021-01-26
搜狗输入法-语音变声斗图表情|4.8761|0.0|5253649|China|63|2021-01-26
天天基金-基金投资理财|4.72248|0.0|148509|China|64|2021-01-26
百度地图-路线规划,出行必备|4.87509|0.0|1764195|China|65|2021-01-26
微视-短视频创作与分享|4.04417|0.0|201585|China|66|2021-01-26
云闪付-银行业统一移动支付App|3.71723|0.0|58157|China|67|2021-01-26
欢乐斗地主|4.63786|0.0|936554|China|68|2021-01-26
鬼泣觉醒-卓越世界|3.96546|0.0|1129|None|69|2021-01-26
屋顶棍棍侠|4.44969|0.0|27034|France|70|2021-01-26
懂车帝 - 值得信赖的汽车选买平台|4.82038|0.0|150821|China|71|2021-01-26
驾考宝典-2021驾校学车考驾照一点通|4.96088|0.0|899747|China|72|2021-01-26
大众点评-发现品质生活|4.91732|0.0|1918159|China|73|2021-01-26
七猫小说-看小说电子书的阅读神器|4.38039|0.0|155732|China|74|2021-01-26
开心消消乐®|4.47574|0.0|582593|China|75|2021-01-26
58同城-招聘找工作兼职租房|4.617|0.0|1230696|China|76|2021-01-26
我眼神儿贼好! - 脑洞大开的休闲解谜游戏|4.71071|0.0|85764|None|77|2021-01-26
京东金融|4.60933|0.0|222061|China|78|2021-01-26
韩剧TV-追剧大本营|4.90492|0.0|4751985|China|79|2021-01-26
阿里巴巴(1688)-货源批发采购进货市场|4.74158|0.0|149618|China|80|2021-01-26
安居客-买卖二手房新房租房房产平台|4.69312|0.0|510820|China|81|2021-01-26
阿伟爱消消|4.66214|0.0|167556|None|82|2021-01-26
王者营地|3.97875|0.0|68339|China|83|2021-01-26
作业帮-拍照搜题辅导学习平台|4.46567|0.0|1118990|China|84|2021-01-26
合成大西瓜!|3.90516|0.0|37009|None|85|2021-01-26
招商银行|4.91346|0.0|1922811|China|86|2021-01-26
贝壳找房-买二手房新房租房必备软件|4.76528|0.0|227563|China|87|2021-01-26
贪吃蛇大作战®-等你来战|4.56754|0.0|753399|China|88|2021-01-26
全民大丰收-你的快乐已成熟|4.06763|0.0|11711|None|89|2021-01-26
邮储手机银行|3.2402|0.0|43784|China|90|2021-01-26
团结行动!|4.5799|0.0|94905|Israel|91|2021-01-26
人人视频-全民追剧神器|4.57017|0.0|71351|None|92|2021-01-26
Keep - 跑步健身计步瑜伽|4.90048|0.0|2621672|China|93|2021-01-26
唯品会 - 品牌特卖|4.88466|0.0|3331888|China|94|2021-01-26
迷你世界-全新家园|4.24143|0.0|2316107|China|95|2021-01-26
滴滴出行 - DiDi|4.29434|0.0|733605|China|96|2021-01-26
今日头条|4.79845|0.0|2744196|China|97|2021-01-26
美颜相机 - 拍人像更专业|4.8438|0.0|475231|Hong Kong|98|2021-01-26
叮咚买菜-最快29分钟 抢鲜到家|4.86996|0.0|201104|China|99|2021-01-26
扫描全能王-扫描仪PDF,图片转文字|4.93426|0.0|1619464|US|100|2021-01-26
name|rating|price|rating_count|publisher_country|rank|date
抖音极速版 - 集音符兑好礼|4.89014|0.0|429286|China|1|2021-01-27
微信|4.36461|0.0|5694634|China|2|2021-01-27
得物(毒)-有毒的运动×潮流×好物|4.75172|0.0|558086|China|3|2021-01-27
支付宝 - 生活好 支付宝|4.26844|0.0|835978|China|4|2021-01-27
抖音|4.91348|0.0|29907008|China|5|2021-01-27
QQ|4.04361|0.0|1397934|China|6|2021-01-27
小红书 – 标记我的生活|4.94723|0.0|7272741|China|7|2021-01-27
梦想新大陆|4.32475|0.0|9555|China|8|2021-01-27
和平精英|4.54795|0.0|12686754|China|9|2021-01-27
Soul-《明星大侦探》官推|4.61261|0.0|661173|China|10|2021-01-27
手机淘宝 - 淘到你说好|4.33646|0.0|945088|China|11|2021-01-27
剪映 - 轻而易剪|4.91715|0.0|4803102|China|12|2021-01-27
影之刃3|2.31086|0.0|6260|Hong Kong|13|2021-01-27
拼多多 - 多多买菜，百亿补贴|3.47232|0.0|1615277|China|14|2021-01-27
纸嫁衣 - 密室逃脱类恐怖解密游戏|4.71788|0.0|109141|None|15|2021-01-27
交管12123|4.92895|0.0|170100|China|16|2021-01-27
钉钉|2.44261|0.0|2300369|China|17|2021-01-27
王者荣耀|4.13757|0.0|8863337|China|18|2021-01-27
爱奇艺-赘婿独播|4.76711|0.0|18176050|China|19|2021-01-27
美团外卖-外卖订餐,送啥都快|4.82693|0.0|7606094|China|20|2021-01-27
百度|4.37357|0.0|862205|China|21|2021-01-27
网易云音乐-音乐的力量|4.64841|0.0|1102573|China|22|2021-01-27
淘宝特价版 - 好货便宜不用拼|4.91245|0.0|4794081|China|23|2021-01-27
腾讯视频-创造营2021独播|4.72506|0.0|17678979|China|24|2021-01-27
快手-领红包 看超级直播|4.83713|0.0|6743311|China|25|2021-01-27
腾讯会议-多人实时视频会议软件|2.26115|0.0|85429|China|26|2021-01-27
京东-不负每一份热爱|4.40716|0.0|419114|China|27|2021-01-27
旅行青蛙·中国之旅|3.06583|0.0|6729|China|28|2021-01-27
神将三国-国风热血策略手游|4.47478|0.0|4263|South Korea|29|2021-01-27
QQ音乐 - 让生活充满音乐|4.63758|0.0|1068832|China|30|2021-01-27
企业微信|3.13185|0.0|63749|China|31|2021-01-27
酷狗音乐-6000万正版曲库|4.85637|0.0|10859342|China|32|2021-01-27
高德地图-精准导航,打车公交地铁出行必备|4.87772|0.0|17018376|China|33|2021-01-27
快手极速版-领红包 看超级直播|4.48173|0.0|401386|None|34|2021-01-27
使命召唤手游|4.5467|0.0|315244|China|35|2021-01-27
哔哩哔哩-弹幕番剧直播高清视频|4.78031|0.0|2219120|China|36|2021-01-27
优酷-乡村爱情13独播|4.81992|0.0|19084206|China|37|2021-01-27
醒图—修出高级美|4.30745|0.0|13085|China|38|2021-01-27
QQ浏览器-热点新闻头条短视频抢先看|4.6184|0.0|737102|China|39|2021-01-27
微博|2.70764|0.0|684123|China|40|2021-01-27
和平营地|3.81212|0.0|24314|China|41|2021-01-27
百度网盘|4.43522|0.0|711534|None|42|2021-01-27
美图秀秀|4.85628|0.0|2580838|Hong Kong|43|2021-01-27
喜马拉雅「听书社区」电台有声小说相声评书|4.85609|0.0|2777184|China|44|2021-01-27
WiFi万能钥匙-Wi-Fi安全热点一键极速连|4.41416|0.0|420589|China|45|2021-01-27
UC浏览器-新闻短视频抢先看|4.71658|0.0|1292470|China|46|2021-01-27
农行掌上银行|3.02161|0.0|71163|China|47|2021-01-27
中国工商银行|3.21685|0.0|81992|China|48|2021-01-27
闲鱼 - 闲不住？上闲鱼！|4.51307|0.0|509608|China|49|2021-01-27
芒果TV|4.79947|0.0|585460|China|50|2021-01-27
中国建设银行|3.28455|0.0|75361|China|51|2021-01-27
菜鸟—快递轻松查寄取|4.87089|0.0|3473227|China|52|2021-01-27
美团-干啥都省钱|4.723|0.0|986029|China|53|2021-01-27
中国移动（手机营业厅）|4.77482|0.0|8096235|China|54|2021-01-27
番茄小说 - 热门全本小说电子书阅读器|4.82812|0.0|1399835|China|55|2021-01-27
合成大西瓜-纯净版|2.21648|0.0|2753|None|56|2021-01-27
知乎 - 有问题，就会有答案|4.76177|0.0|1082910|China|57|2021-01-27
合成大西瓜!|3.90516|0.0|37009|None|58|2021-01-27
酷狗铃声-手机铃声直接设置|4.83614|0.0|533254|China|59|2021-01-27
全民K歌-你其实很会唱歌|4.83596|0.0|4092674|China|60|2021-01-27
饿了么-外卖美食,30分钟准时送达|4.90699|0.0|9599389|China|61|2021-01-27
QQ邮箱|4.21346|0.0|1560|China|62|2021-01-27
夸克-阿里巴巴旗下智能搜索|4.35309|0.0|60018|China|63|2021-01-27
中国银行手机银行|3.42336|0.0|40292|China|64|2021-01-27
轻颜相机-风格自拍新潮流|4.87024|0.0|2075554|China|65|2021-01-27
我眼神儿贼好! - 脑洞大开的休闲解谜游戏|4.71071|0.0|85764|None|66|2021-01-27
点淘-淘宝直播官方平台|3.64794|0.0|7834|None|67|2021-01-27
中国联通手机营业厅客户端(官方版)|3.12332|0.0|86384|China|68|2021-01-27
搜狗输入法-语音变声斗图表情|4.8761|0.0|5253649|China|69|2021-01-27
WPS Office|4.8129|0.0|1001586|China|70|2021-01-27
云闪付-银行业统一移动支付App|3.71723|0.0|58157|China|71|2021-01-27
百度地图-路线规划,出行必备|4.87509|0.0|1764195|China|72|2021-01-27
微视-短视频创作与分享|4.04417|0.0|201585|China|73|2021-01-27
欢乐斗地主|4.63786|0.0|936554|China|74|2021-01-27
屋顶棍棍侠|4.44969|0.0|27034|France|75|2021-01-27
驾考宝典-2021驾校学车考驾照一点通|4.96088|0.0|899747|China|76|2021-01-27
懂车帝 - 值得信赖的汽车选买平台|4.82038|0.0|150821|China|77|2021-01-27
全民大丰收-你的快乐已成熟|4.06763|0.0|11711|None|78|2021-01-27
贪吃蛇大作战®-等你来战|4.56754|0.0|753399|China|79|2021-01-27
七猫小说-看小说电子书的阅读神器|4.38039|0.0|155732|China|80|2021-01-27
开心消消乐®|4.47574|0.0|582593|China|81|2021-01-27
大众点评-发现品质生活|4.91732|0.0|1918159|China|82|2021-01-27
京东金融|4.60933|0.0|222061|China|83|2021-01-27
58同城-招聘找工作兼职租房|4.617|0.0|1230696|China|84|2021-01-27
韩剧TV-追剧大本营|4.90492|0.0|4751985|China|85|2021-01-27
天天基金-基金投资理财|4.72248|0.0|148509|China|86|2021-01-27
王者营地|3.97875|0.0|68339|China|87|2021-01-27
阿里巴巴(1688)-货源批发采购进货市场|4.74158|0.0|149618|China|88|2021-01-27
作业帮-拍照搜题辅导学习平台|4.46567|0.0|1118990|China|89|2021-01-27
安居客-买卖二手房新房租房房产平台|4.69312|0.0|510820|China|90|2021-01-27
招商银行|4.91346|0.0|1922811|China|91|2021-01-27
邮储手机银行|3.2402|0.0|43784|China|92|2021-01-27
团结行动!|4.5799|0.0|94905|Israel|93|2021-01-27
贝壳找房-买二手房新房租房必备软件|4.76528|0.0|227563|China|94|2021-01-27
Keep - 跑步健身计步瑜伽|4.90048|0.0|2621672|China|95|2021-01-27
滴滴出行 - DiDi|4.29434|0.0|733605|China|96|2021-01-27
鬼泣觉醒-卓越世界|3.96546|0.0|1129|None|97|2021-01-27
阿伟爱消消|4.66214|0.0|167556|None|98|2021-01-27
人人视频-全民追剧神器|4.57017|0.0|71351|None|99|2021-01-27
唯品会 - 品牌特卖|4.88466|0.0|3331888|China|100|2021-01-27
name|rating|price|rating_count|publisher_country|rank|date
抖音极速版 - 集音符兑好礼|4.89014|0.0|429286|China|1|2021-01-28
微信|4.36461|0.0|5694634|China|2|2021-01-28
得物(毒)-有毒的运动×潮流×好物|4.75172|0.0|558086|China|3|2021-01-28
抖音|4.91348|0.0|29907008|China|4|2021-01-28
支付宝 - 生活好 支付宝|4.26844|0.0|835978|China|5|2021-01-28
小红书 – 标记我的生活|4.94723|0.0|7272741|China|6|2021-01-28
QQ|4.04361|0.0|1397934|China|7|2021-01-28
和平精英|4.54795|0.0|12686754|China|8|2021-01-28
剪映 - 轻而易剪|4.91715|0.0|4803102|China|9|2021-01-28
Soul-《明星大侦探》官推|4.61261|0.0|661173|China|10|2021-01-28
手机淘宝 - 淘到你说好|4.33646|0.0|945088|China|11|2021-01-28
拼多多 - 多多买菜，百亿补贴|3.47232|0.0|1615277|China|12|2021-01-28
交管12123|4.92895|0.0|170100|China|13|2021-01-28
合成大西瓜-纯净版|2.21648|0.0|2753|None|14|2021-01-28
钉钉|2.44261|0.0|2300369|China|15|2021-01-28
快手极速版-领红包 看超级直播|4.48173|0.0|401386|None|16|2021-01-28
王者荣耀|4.13757|0.0|8863337|China|17|2021-01-28
爱奇艺-赘婿独播|4.76711|0.0|18176050|China|18|2021-01-28
美团外卖-外卖订餐,送啥都快|4.82693|0.0|7606094|China|19|2021-01-28
快手-领红包 看超级直播|4.83713|0.0|6743311|China|20|2021-01-28
淘宝特价版 - 好货便宜不用拼|4.91245|0.0|4794081|China|21|2021-01-28
百度|4.37357|0.0|862205|China|22|2021-01-28
网易云音乐-音乐的力量|4.64841|0.0|1102573|China|23|2021-01-28
梦想新大陆|4.32475|0.0|9555|China|24|2021-01-28
腾讯会议-多人实时视频会议软件|2.26115|0.0|85429|China|25|2021-01-28
影之刃3|2.31086|0.0|6260|Hong Kong|26|2021-01-28
腾讯视频-创造营2021独播|4.72506|0.0|17678979|China|27|2021-01-28
合成大西瓜!|3.90516|0.0|37009|None|28|2021-01-28
京东-不负每一份热爱|4.40716|0.0|419114|China|29|2021-01-28
纸嫁衣 - 密室逃脱类恐怖解密游戏|4.71788|0.0|109141|None|30|2021-01-28
QQ音乐 - 让生活充满音乐|4.63758|0.0|1068832|China|31|2021-01-28
酷狗音乐-6000万正版曲库|4.85637|0.0|10859342|China|32|2021-01-28
高德地图-精准导航,打车公交地铁出行必备|4.87772|0.0|17018376|China|33|2021-01-28
企业微信|3.13185|0.0|63749|China|34|2021-01-28
优酷-乡村爱情13独播|4.81992|0.0|19084206|China|35|2021-01-28
哔哩哔哩-弹幕番剧直播高清视频|4.78031|0.0|2219120|China|36|2021-01-28
使命召唤手游|4.5467|0.0|315244|China|37|2021-01-28
QQ浏览器-热点新闻头条短视频抢先看|4.6184|0.0|737102|China|38|2021-01-28
百度网盘|4.43522|0.0|711534|None|39|2021-01-28
微博|2.70764|0.0|684123|China|40|2021-01-28
醒图—修出高级美|4.30745|0.0|13085|China|41|2021-01-28
美图秀秀|4.85628|0.0|2580838|Hong Kong|42|2021-01-28
WiFi万能钥匙-Wi-Fi安全热点一键极速连|4.41416|0.0|420589|China|43|2021-01-28
农行掌上银行|3.02161|0.0|71163|China|44|2021-01-28
喜马拉雅「听书社区」电台有声小说相声评书|4.85609|0.0|2777184|China|45|2021-01-28
番茄小说 - 热门全本小说电子书阅读器|4.82812|0.0|1399835|China|46|2021-01-28
神将三国-国风热血策略手游|4.47478|0.0|4263|South Korea|47|2021-01-28
中国工商银行|3.21685|0.0|81992|China|48|2021-01-28
UC浏览器-新闻短视频抢先看|4.71658|0.0|1292470|China|49|2021-01-28
闲鱼 - 闲不住？上闲鱼！|4.51307|0.0|509608|China|50|2021-01-28
菜鸟—快递轻松查寄取|4.87089|0.0|3473227|China|51|2021-01-28
中国建设银行|3.28455|0.0|75361|China|52|2021-01-28
中国移动（手机营业厅）|4.77482|0.0|8096235|China|53|2021-01-28
美团-干啥都省钱|4.723|0.0|986029|China|54|2021-01-28
芒果TV|4.79947|0.0|585460|China|55|2021-01-28
旅行青蛙·中国之旅|3.06583|0.0|6729|China|56|2021-01-28
和平营地|3.81212|0.0|24314|China|57|2021-01-28
全民K歌-你其实很会唱歌|4.83596|0.0|4092674|China|58|2021-01-28
酷狗铃声-手机铃声直接设置|4.83614|0.0|533254|China|59|2021-01-28
知乎 - 有问题，就会有答案|4.76177|0.0|1082910|China|60|2021-01-28
我眼神儿贼好! - 脑洞大开的休闲解谜游戏|4.71071|0.0|85764|None|61|2021-01-28
QQ邮箱|4.21346|0.0|1560|China|62|2021-01-28
中国银行手机银行|3.42336|0.0|40292|China|63|2021-01-28
饿了么-外卖美食,30分钟准时送达|4.90699|0.0|9599389|China|64|2021-01-28
轻颜相机-风格自拍新潮流|4.87024|0.0|2075554|China|65|2021-01-28
搜狗输入法-语音变声斗图表情|4.8761|0.0|5253649|China|66|2021-01-28
夸克-阿里巴巴旗下智能搜索|4.35309|0.0|60018|China|67|2021-01-28
中国联通手机营业厅客户端(官方版)|3.12332|0.0|86384|China|68|2021-01-28
WPS Office|4.8129|0.0|1001586|China|69|2021-01-28
云闪付-银行业统一移动支付App|3.71723|0.0|58157|China|70|2021-01-28
Nike SNKRS|4.61357|0.0|196842|US|71|2021-01-28
快影-创作有趣的视频|4.96913|0.0|807285|China|72|2021-01-28
百度地图-路线规划,出行必备|4.87509|0.0|1764195|China|73|2021-01-28
韩剧TV-追剧大本营|4.90492|0.0|4751985|China|74|2021-01-28
欢乐斗地主|4.63786|0.0|936554|China|75|2021-01-28
微视-短视频创作与分享|4.04417|0.0|201585|China|76|2021-01-28
驾考宝典-2021驾校学车考驾照一点通|4.96088|0.0|899747|China|77|2021-01-28
懂车帝 - 值得信赖的汽车选买平台|4.82038|0.0|150821|China|78|2021-01-28
七猫小说-看小说电子书的阅读神器|4.38039|0.0|155732|China|79|2021-01-28
大众点评-发现品质生活|4.91732|0.0|1918159|China|80|2021-01-28
京东金融|4.60933|0.0|222061|China|81|2021-01-28
贪吃蛇大作战®-等你来战|4.56754|0.0|753399|China|82|2021-01-28
王者营地|3.97875|0.0|68339|China|83|2021-01-28
58同城-招聘找工作兼职租房|4.617|0.0|1230696|China|84|2021-01-28
屋顶棍棍侠|4.44969|0.0|27034|France|85|2021-01-28
招商银行|4.91346|0.0|1922811|China|86|2021-01-28
邮储手机银行|3.2402|0.0|43784|China|87|2021-01-28
开心消消乐®|4.47574|0.0|582593|China|88|2021-01-28
作业帮-拍照搜题辅导学习平台|4.46567|0.0|1118990|China|89|2021-01-28
阿里巴巴(1688)-货源批发采购进货市场|4.74158|0.0|149618|China|90|2021-01-28
全民大丰收-你的快乐已成熟|4.06763|0.0|11711|None|91|2021-01-28
一甜相机 - 漫画脸&风格自拍|4.95097|0.0|348883|China|92|2021-01-28
安居客-买卖二手房新房租房房产平台|4.69312|0.0|510820|China|93|2021-01-28
贝壳找房-买二手房新房租房必备软件|4.76528|0.0|227563|China|94|2021-01-28
Keep - 跑步健身计步瑜伽|4.90048|0.0|2621672|China|95|2021-01-28
人人视频-全民追剧神器|4.57017|0.0|71351|None|96|2021-01-28
滴滴出行 - DiDi|4.29434|0.0|733605|China|97|2021-01-28
扫描全能王-扫描仪PDF,图片转文字|4.93426|0.0|1619464|US|98|2021-01-28
唯品会 - 品牌特卖|4.88466|0.0|3331888|China|99|2021-01-28
点淘-淘宝直播官方平台|3.64794|0.0|7834|None|100|2021-01-28
name|rating|price|rating_count|publisher_country|rank|date
抖音极速版 - 集音符兑好礼|4.89014|0.0|429286|China|1|2021-01-29
快手极速版-领红包 看超级直播|4.48173|0.0|401386|None|2|2021-01-29
微信|4.36461|0.0|5694634|China|3|2021-01-29
得物(毒)-有毒的运动×潮流×好物|4.75172|0.0|558086|China|4|2021-01-29
合成大西瓜-纯净版|2.21648|0.0|2753|None|5|2021-01-29
